Ano;ID;TIPO DO CRIME;BAIRRO;HORA;LOCAL
2017;3054;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
2017;3055;LESAO CORPORAL;CIDADE INDUSTRIAL;2;RESIDENCIA
2017;3056;ROUBO;UBERABA;19;PUBLICO
2017;3057;ROUBO;UBERABA;9;RESIDENCIA
2017;3058;LESAO CORPORAL;BATEL;3;PUBLICO
2017;3059;FURTO SIMPLES;CIDADE INDUSTRIAL;20;RESIDENCIA
2017;3060;ROUBO;CENTRO;5;PUBLICO
2017;3061;FURTO SIMPLES;ABRANCHES;9;PUBLICO
2017;3062;FURTO QUALIFICADO;CAMPO COMPRIDO;5;ASSOCIACAO
2017;3063;FURTO QUALIFICADO;CAMPO COMPRIDO;5;PUBLICO
2017;3064;ROUBO;CABRAL;16;PUBLICO
2017;3065;ROUBO;AHU;18;PUBLICO
2017;3066;FURTO QUALIFICADO;SITIO CERCADO;18;ALIMENTACAO / DIVERSAO
2017;3067;LESAO CORPORAL;SITIO CERCADO;17;ENSINO
2017;3068;LESAO CORPORAL;SITIO CERCADO;17;PUBLICO
2017;3069;FURTO QUALIFICADO;SEMINARIO;20;ASSOCIACAO
2017;3070;FURTO QUALIFICADO;SEMINARIO;20;EVENTOS
2017;3071;LESAO CORPORAL;SANTA CANDIDA;16;RESIDENCIA
2017;3072;FURTO SIMPLES;ALTO DA RUA XV;8;ALIMENTACAO / DIVERSAO
2017;3073;ROUBO;SITIO CERCADO;21;SAUDE
2017;3074;ROUBO;GANCHINHO;15;PUBLICO
2017;3075;FURTO SIMPLES;CENTRO;9;PUBLICO
2017;3076;ROUBO;SITIO CERCADO;2;PUBLICO
2017;3077;FURTO SIMPLES;CENTRO;13;TRANSPORTE
2017;3078;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;BOQUEIRAO;10;PUBLICO
2017;3079;ROUBO;SANTA CANDIDA;19;PUBLICO
2017;3080;ROUBO;JARDIM DAS AMERICAS;22;PUBLICO
2017;3081;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;11;PUBLICO
2017;3082;ROUBO;CIDADE INDUSTRIAL;10;PRESTACAO DE SERVICOS
2017;3083;ROUBO;CIDADE INDUSTRIAL;10;PUBLICO
2017;3084;FURTO QUALIFICADO;ALTO DA RUA XV;0;PUBLICO
2017;3085;ROUBO;BOQUEIRAO;15;COMERCIO
2017;3086;ROUBO;JARDIM SOCIAL;8;COMERCIO
2017;3087;ROUBO;BOQUEIRAO;16;PUBLICO
2017;3088;FURTO QUALIFICADO;SAO BRAZ;13;RESIDENCIA
2017;3089;ROUBO;FAZENDINHA;17;PUBLICO
2017;3090;ROUBO;TARUMA;15;PUBLICO
2017;3091;FURTO SIMPLES;JARDIM BOTANICO;11;TRANSPORTE
2017;3092;ROUBO;CENTRO;13;SAUDE
2017;3093;FURTO SIMPLES;CENTRO;15;PUBLICO
2017;3094;ROUBO;CENTRO;10;SAUDE
2017;3095;ROUBO;CAJURU;19;PUBLICO
2017;3096;FURTO SIMPLES;CENTRO;20;PUBLICO
2017;3097;LESAO CORPORAL;CIDADE INDUSTRIAL;7;COMERCIO
2017;3098;ROUBO;CIDADE INDUSTRIAL;21;PUBLICO
2017;3099;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SITIO CERCADO;22;PUBLICO
2017;3100;ROUBO;CIDADE INDUSTRIAL;14;PUBLICO
2017;3101;LESAO CORPORAL;ATUBA;21;RESIDENCIA
2017;3102;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;XAXIM;19;PUBLICO
2017;3103;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;XAXIM;19;RESIDENCIA
2017;3104;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PINHEIRINHO;20;PUBLICO
2017;3105;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PINHEIRINHO;20;RESIDENCIA
2017;3106;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;ABRANCHES;22;PUBLICO
2017;3107;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;ABRANCHES;22;RESIDENCIA
2017;3108;LESAO CORPORAL;CIDADE INDUSTRIAL;16;COMERCIO
2017;3109;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PRADO VELHO;3;PUBLICO
2017;3110;FURTO QUALIFICADO;CIDADE INDUSTRIAL;1;PUBLICO
2017;3111;FURTO QUALIFICADO;CENTRO;23;PUBLICO
2017;3112;FURTO QUALIFICADO;AGUA VERDE;7;RESIDENCIA
2017;3113;ROUBO;CENTRO;21;PUBLICO
2017;3114;LESAO CORPORAL;XAXIM;6;RESIDENCIA
2017;3115;FURTO DE COISA COMUM;CENTRO;19;PUBLICO
2017;3116;FURTO SIMPLES;HUGO LANGE;8;SAUDE
2017;3117;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;9;PUBLICO
2017;3118;FURTO SIMPLES;CENTRO;9;PUBLICO
2017;3119;ROUBO;CENTRO;10;SAUDE
2017;3120;ROUBO;CIDADE INDUSTRIAL;18;PUBLICO
2017;3121;FURTO QUALIFICADO;PORTAO;8;ALIMENTACAO / DIVERSAO
2017;3122;LESAO CORPORAL;CIDADE INDUSTRIAL;16;ASSOCIACAO
2017;3123;ROUBO;CIDADE INDUSTRIAL;14;PUBLICO
2017;3124;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;16;PUBLICO
2017;3125;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CAJURU;17;ALIMENTACAO / DIVERSAO
2017;3126;ROUBO;GUAIRA;17;PUBLICO
2017;3127;ROUBO;GUAIRA;17;TRANSPORTE
2017;3128;FURTO QUALIFICADO;CIDADE INDUSTRIAL;22;RESIDENCIA
2017;3129;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;20;RESIDENCIA
2017;3130;LESAO CORPORAL;CIDADE INDUSTRIAL;19;PUBLICO
2017;3131;FURTO QUALIFICADO;CIDADE INDUSTRIAL;8;RESIDENCIA
2017;3132;LESAO CORPORAL;CAMPO DE SANTANA;21;PRESTACAO DE SERVICOS
2017;3133;ROUBO;SAO BRAZ;10;SAUDE
2017;3134;FURTO QUALIFICADO;CIDADE INDUSTRIAL;9;RESIDENCIA
2017;3135;LESAO CORPORAL;CAMPO DE SANTANA;14;RESIDENCIA
2017;3136;ROUBO;PAROLIN;15;COMERCIO
2017;3137;ROUBO;PAROLIN;15;PUBLICO
2017;3138;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SAO FRANCISCO;16;PUBLICO
2017;3139;ROUBO;CIDADE INDUSTRIAL;17;PUBLICO
2017;3140;FURTO SIMPLES;JARDIM BOTANICO;16;TRANSPORTE
2017;3141;FURTO QUALIFICADO;TATUQUARA;19;RESIDENCIA
2017;3142;ROUBO;FAZENDINHA;21;PUBLICO
2017;3143;ROUBO;CIDADE INDUSTRIAL;21;RESIDENCIA
2017;3144;ROUBO;BAIRRO ALTO;20;PUBLICO
2017;3145;LESAO CORPORAL;SITIO CERCADO;22;RESIDENCIA
2017;3146;LESAO CORPORAL;ALTO BOQUEIRAO;23;RESIDENCIA
2017;3147;FURTO SIMPLES;JARDIM BOTANICO;5;TRANSPORTE
2017;3148;LESAO CORPORAL;PINHEIRINHO;17;PUBLICO
2017;3149;FURTO SIMPLES;JARDIM BOTANICO;5;PUBLICO
2017;3150;ROUBO;CAPAO DA IMBUIA;19;PUBLICO
2017;3151;ROUBO;CIDADE INDUSTRIAL;7;PUBLICO
2017;3152;ROUBO;VILA IZABEL;23;VEICULO
2017;3153;ROUBO;SANTA FELICIDADE;12;SAUDE
2017;3154;ROUBO;BAIRRO ALTO;12;SAUDE
2017;3155;FURTO QUALIFICADO;SANTA FELICIDADE;21;RESIDENCIA
2017;3156;FURTO QUALIFICADO;VILA IZABEL;21;PUBLICO
2017;3157;LESAO CORPORAL;ALTO BOQUEIRAO;18;RESIDENCIA
2017;3158;ROUBO;MERCES;19;SAUDE
2017;3159;LESAO CORPORAL;SAO JOAO;20;RESIDENCIA
2017;3160;LESAO CORPORAL;CAJURU;21;PUBLICO
2017;3161;FURTO SIMPLES;BACACHERI;16;RESIDENCIA
2017;3162;LESAO CORPORAL;CENTRO;1;PUBLICO
2017;3163;ROUBO;NOVO MUNDO;21;PUBLICO
2017;3164;ROUBO;ORLEANS;21;SAUDE
2017;3165;LESAO CORPORAL;CAJURU;18;ALIMENTACAO / DIVERSAO
2017;3166;ROUBO;NOVO MUNDO;22;PUBLICO
2017;3167;FURTO QUALIFICADO;MERCES;0;COMERCIO
2017;3168;FURTO QUALIFICADO;BOQUEIRAO;18;RESIDENCIA
2017;3169;FURTO QUALIFICADO;ATUBA;17;RESIDENCIA
2017;3170;ROUBO;NOVO MUNDO;12;PUBLICO
2017;3171;ROUBO;CENTRO;22;PUBLICO
2017;3172;ROUBO;SAO FRANCISCO;22;PUBLICO
2017;3173;ROUBO;JARDIM DAS AMERICAS;9;SAUDE
2017;3174;LESAO CORPORAL;NOVO MUNDO;16;RESIDENCIA
2017;3175;LESAO CORPORAL;SITIO CERCADO;1;PUBLICO
2017;3176;LESAO CORPORAL;SITIO CERCADO;1;PUBLICO
2017;3177;FURTO SIMPLES;TATUQUARA;5;COMERCIO
2017;3178;ROUBO;BOQUEIRAO;18;PUBLICO
2017;3179;ROUBO;ORLEANS;12;SAUDE
2017;3180;FURTO QUALIFICADO;XAXIM;3;ENSINO
2017;3181;FURTO QUALIFICADO;XAXIM;3;PUBLICO
2017;3182;ROUBO;CAPAO DA IMBUIA;21;SAUDE
2017;3183;ROUBO;JARDIM DAS AMERICAS;20;SAUDE
2017;3184;ROUBO;LINDOIA;21;PUBLICO
2017;3185;FURTO QUALIFICADO;GUAIRA;1;RESIDENCIA
2017;3186;ROUBO;SITIO CERCADO;21;PUBLICO
2017;3187;ROUBO;GUAIRA;22;TRANSPORTE
2017;3188;ROUBO;SANTA CANDIDA;9;PUBLICO
2017;3189;ROUBO;SANTA CANDIDA;9;VEICULO
2017;3190;ROUBO;ALTO BOQUEIRAO;11;PUBLICO
2017;3191;FURTO QUALIFICADO;TATUQUARA;0;COMERCIO
2017;3192;ROUBO;BAIRRO ALTO;20;PUBLICO
2017;3193;ROUBO;SITIO CERCADO;23;PUBLICO
2017;3194;ROUBO;SITIO CERCADO;6;PUBLICO
2017;3195;ROUBO;HAUER;13;PRESTACAO DE SERVICOS
2017;3196;ROUBO;JARDIM BOTANICO;19;PUBLICO
2017;3197;ROUBO;JARDIM BOTANICO;19;TRANSPORTE
2017;3198;ROUBO;CAMPO COMPRIDO;9;SAUDE
2017;3199;ROUBO;HAUER;17;PUBLICO
2017;3200;FURTO SIMPLES;CAMPINA DO SIQUEIRA;12;COMERCIO
2017;3201;FURTO QUALIFICADO;ALTO BOQUEIRAO;21;RESIDENCIA
2017;3202;ROUBO;REBOUCAS;18;PUBLICO
2017;3203;ROUBO;UMBARA;16;PUBLICO
2017;3204;FURTO QUALIFICADO;CENTRO;12;PUBLICO
2017;3205;FURTO QUALIFICADO;UBERABA;14;RESIDENCIA
2017;3206;FURTO SIMPLES;JARDIM BOTANICO;21;SAUDE
2017;3207;FURTO SIMPLES;CIDADE INDUSTRIAL;15;RESIDENCIA
2017;3208;FURTO QUALIFICADO;JARDIM BOTANICO;17;RESIDENCIA
2017;3209;ROUBO;HAUER;14;PUBLICO
2017;3210;ROUBO;CABRAL;8;PUBLICO
2017;3211;FURTO SIMPLES;JARDIM BOTANICO;15;TRANSPORTE
2017;3212;ROUBO;CAMPO DE SANTANA;5;PUBLICO
2017;3213;FURTO QUALIFICADO;CENTRO;14;COMERCIO
2017;3214;FURTO QUALIFICADO;GUABIROTUBA;19;RESIDENCIA
2017;3215;ROUBO;BOA VISTA;9;PUBLICO
2017;3216;ROUBO;CAPAO RASO;15;PUBLICO
2017;3217;ROUBO;PINHEIRINHO;17;PUBLICO
2017;3218;ROUBO;CIDADE INDUSTRIAL;14;ALIMENTACAO / DIVERSAO
2017;3219;ROUBO;SANTA CANDIDA;11;SAUDE
2017;3220;FURTO QUALIFICADO;SAO LOURENCO;3;ALIMENTACAO / DIVERSAO
2017;3221;ROUBO;XAXIM;9;RESIDENCIA
2017;3222;ROUBO;JUVEVE;19;SAUDE
2017;3223;FURTO QUALIFICADO;CENTRO;12;COMERCIO
2017;3224;FURTO SIMPLES;AHU;20;RESIDENCIA
2017;3225;ROUBO;CENTRO;15;PRESTACAO DE SERVICOS
2017;3226;ROUBO;CIDADE INDUSTRIAL;21;ALIMENTACAO / DIVERSAO
2017;3227;FURTO SIMPLES;CENTRO;19;ALIMENTACAO / DIVERSAO
2017;3228;FURTO QUALIFICADO;CENTRO;19;PRESTACAO DE SERVICOS
2017;3229;FURTO SIMPLES;CENTRO;8;HOSPEDAGEM
2017;3230;ROUBO;CIDADE INDUSTRIAL;15;TRANSPORTE
2017;3231;ROUBO;CENTRO;2;PUBLICO
2017;3232;ROUBO;UBERABA;20;PUBLICO
2017;3233;ROUBO;CENTRO;19;PUBLICO
2017;3234;ROUBO;CENTRO;20;PUBLICO
2017;3235;ROUBO;PORTAO;19;PUBLICO
2017;3236;ROUBO;CENTRO;14;SAUDE
2017;3237;ROUBO;CIDADE INDUSTRIAL;12;ALIMENTACAO / DIVERSAO
2017;3238;FURTO SIMPLES;CENTRO;23;ALIMENTACAO / DIVERSAO
2017;3239;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CENTRO;21;PUBLICO
2017;3240;ROUBO;UMBARA;21;PUBLICO
2017;3241;LESAO CORPORAL;CENTRO CIVICO;19;HOSPEDAGEM
2017;3242;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CENTRO;23;PUBLICO
2017;3243;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CENTRO;23;RESIDENCIA
2017;3244;LESAO CORPORAL;CASCATINHA;0;RESIDENCIA
2017;3245;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CAJURU;2;PUBLICO
2017;3246;LESAO CORPORAL;UBERABA;19;RESIDENCIA
2017;3247;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;UBERABA;3;PUBLICO
2017;3248;ROUBO;UBERABA;7;PUBLICO
2017;3249;ROUBO;PINHEIRINHO;13;PUBLICO
2017;3250;LESAO CORPORAL;BACACHERI;21;PUBLICO
2017;3251;FURTO SIMPLES;CAPAO RASO;8;RESIDENCIA
2017;3252;ROUBO;GUAIRA;7;PUBLICO
2017;3253;ROUBO;HAUER;17;COMERCIO
2017;3254;ROUBO;BATEL;13;PRESTACAO DE SERVICOS
2017;3255;ROUBO;PINHEIRINHO;12;COMERCIO
2017;3256;ROUBO;CENTRO;14;SAUDE
2017;3257;FURTO SIMPLES;CENTRO;2;ALIMENTACAO / DIVERSAO
2017;3258;ROUBO;SEMINARIO;13;PUBLICO
2017;3259;ROUBO;XAXIM;21;PUBLICO
2017;3260;ROUBO;SAO LOURENCO;13;PUBLICO
2017;3261;FURTO QUALIFICADO;UBERABA;11;MERCADO
2017;3262;ROUBO;AGUA VERDE;16;PUBLICO
2017;3263;ROUBO;CENTRO;10;SAUDE
2017;3264;ROUBO;SANTA FELICIDADE;14;PUBLICO
2017;3265;ROUBO;CRISTO REI;20;PUBLICO
2017;3266;ROUBO;UMBARA;19;RESIDENCIA
2017;3267;FURTO SIMPLES;PINHEIRINHO;19;RESIDENCIA
2017;3268;FURTO QUALIFICADO;CAPAO RASO;21;RESIDENCIA
2017;3269;ROUBO;BOQUEIRAO;22;PUBLICO
2017;3270;FURTO SIMPLES;SITIO CERCADO;20;RESIDENCIA
2017;3271;ROUBO;AGUA VERDE;20;PUBLICO
2017;3272;ROUBO;SITIO CERCADO;12;PUBLICO
2017;3273;ROUBO;AHU;0;SAUDE
2017;3274;ROUBO;UBERABA;21;PUBLICO
2017;3275;FURTO QUALIFICADO;CIDADE INDUSTRIAL;8;PUBLICO
2017;3276;LESAO CORPORAL;XAXIM;10;RESIDENCIA
2017;3277;ROUBO;SITIO CERCADO;23;PUBLICO
2017;3278;FURTO QUALIFICADO;CIDADE INDUSTRIAL;10;PUBLICO
2017;3279;ROUBO;SITIO CERCADO;10;PUBLICO
2017;3280;FURTO QUALIFICADO;BARREIRINHA;12;PUBLICO
2017;3281;ROUBO;CENTRO;10;PUBLICO
2017;3282;FURTO SIMPLES;ALTO BOQUEIRAO;13;ALIMENTACAO / DIVERSAO
2017;3283;ROUBO;SITIO CERCADO;14;PUBLICO
2017;3284;ROUBO;BATEL;20;RESIDENCIA
2017;3285;FURTO QUALIFICADO;BACACHERI;7;OUTROS
2017;3286;ROUBO;SITIO CERCADO;21;PUBLICO
2017;3287;FURTO QUALIFICADO;BOA VISTA;10;RESIDENCIA
2017;3288;FURTO SIMPLES;CENTRO;7;SAUDE
2017;3289;ROUBO;SITIO CERCADO;11;SAUDE
2017;3290;FURTO SIMPLES;JARDIM BOTANICO;11;TRANSPORTE
2017;3291;ROUBO;SITIO CERCADO;15;PUBLICO
2017;3292;FURTO SIMPLES;JARDIM BOTANICO;12;TRANSPORTE
2017;3293;ROUBO;SITIO CERCADO;21;SAUDE
2017;3294;FURTO SIMPLES;SAO BRAZ;12;PUBLICO
2017;3295;FURTO QUALIFICADO;CABRAL;12;PRESTACAO DE SERVICOS
2017;3296;ROUBO;VILA IZABEL;18;SAUDE
2017;3297;ROUBO;XAXIM;14;PUBLICO
2017;3298;FURTO SIMPLES;CAMPO COMPRIDO;20;RESIDENCIA
2017;3299;LESAO CORPORAL;CAMPO COMPRIDO;23;PUBLICO
2017;3300;ROUBO;REBOUCAS;21;PUBLICO
2017;3301;LESAO CORPORAL;CAPAO RASO;15;RESIDENCIA
2017;3302;FURTO SIMPLES;REBOUCAS;11;ENSINO
2017;3303;FURTO SIMPLES;CIDADE INDUSTRIAL;21;RESIDENCIA
2017;3304;FURTO SIMPLES;JARDIM BOTANICO;15;TRANSPORTE
2017;3305;LESAO CORPORAL;CIDADE INDUSTRIAL;14;ENSINO
2017;3306;FURTO SIMPLES;JARDIM BOTANICO;16;TRANSPORTE
2017;3307;ROUBO;CAPAO RASO;8;COMERCIO
2017;3308;ROUBO;AHU;11;SAUDE
2017;3309;FURTO QUALIFICADO;PINHEIRINHO;20;PUBLICO
2017;3310;FURTO QUALIFICADO;BACACHERI;13;RESIDENCIA
2017;3311;LESAO CORPORAL;CAMPO DE SANTANA;17;PUBLICO
2017;3312;FURTO SIMPLES;XAXIM;2;RESIDENCIA
2017;3313;FURTO SIMPLES;CENTRO;20;PUBLICO
2017;3314;FURTO SIMPLES;CENTRO;12;COMERCIO
2017;3315;FURTO SIMPLES;CENTRO;12;PUBLICO
2017;3316;LESAO CORPORAL;CENTRO;5;PUBLICO
2017;3317;ROUBO;CENTRO;20;PUBLICO
2017;3318;FURTO QUALIFICADO;CIDADE INDUSTRIAL;10;ENSINO
2017;3319;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;17;PRESTACAO DE SERVICOS
2017;3320;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;17;PUBLICO
2017;3321;ROUBO;BUTIATUVINHA;19;SAUDE
2017;3322;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;20;RESIDENCIA
2017;3323;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;UMBARA;22;PUBLICO
2017;3324;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;21;PUBLICO
2017;3325;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;21;RESIDENCIA
2017;3326;FURTO DE COISA COMUM;CENTRO;22;COMERCIO
2017;3327;ROUBO;CAJURU;20;PUBLICO
2017;3328;ROUBO;CAJURU;20;RESIDENCIA
2017;3329;FURTO QUALIFICADO;UBERABA;21;RESIDENCIA
2017;3330;FURTO QUALIFICADO;UBERABA;14;RESIDENCIA
2017;3331;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;UBERABA;2;ALIMENTACAO / DIVERSAO
2017;3332;ROUBO;CAJURU;7;PUBLICO
2017;3333;FURTO QUALIFICADO;CIDADE INDUSTRIAL;10;RESIDENCIA
2017;3334;FURTO QUALIFICADO;CIDADE INDUSTRIAL;20;RESIDENCIA
2017;3335;FURTO DE COISA COMUM;JARDIM BOTANICO;5;TRANSPORTE
2017;3336;ROUBO;CENTRO;6;PUBLICO
2017;3337;ROUBO;SEMINARIO;21;SAUDE
2017;3338;FURTO QUALIFICADO;FANNY;8;EVENTOS
2017;3339;LESAO CORPORAL;BAIRRO ALTO;23;ALIMENTACAO / DIVERSAO
2017;3340;ROUBO;TATUQUARA;23;PUBLICO
2017;3341;LESAO CORPORAL;PRADO VELHO;8;PUBLICO
2017;3342;FURTO QUALIFICADO;NOVO MUNDO;3;COMERCIO
2017;3343;FURTO QUALIFICADO;XAXIM;10;RESIDENCIA
2017;3344;FURTO SIMPLES;TATUQUARA;5;COMERCIO
2017;3345;ROUBO;XAXIM;22;PUBLICO
2017;3346;FURTO QUALIFICADO;UBERABA;8;RESIDENCIA
2017;3347;FURTO QUALIFICADO;TARUMA;19;RESIDENCIA
2017;3348;FURTO SIMPLES;AGUA VERDE;2;ALIMENTACAO / DIVERSAO
2017;3349;FURTO QUALIFICADO;NOVO MUNDO;8;SAUDE
2017;3350;FURTO SIMPLES;BOM RETIRO;4;COMERCIO
2017;3351;ROUBO;CENTRO;10;SAUDE
2017;3352;ROUBO;BIGORRILHO;10;SAUDE
2017;3353;ROUBO;AGUA VERDE;16;ALIMENTACAO / DIVERSAO
2017;3354;ROUBO;CENTRO;19;SAUDE
2017;3355;FURTO QUALIFICADO;CAJURU;23;RESIDENCIA
2017;3356;ROUBO;TATUQUARA;23;PUBLICO
2017;3357;FURTO SIMPLES;XAXIM;17;PUBLICO
2017;3358;ROUBO;CAJURU;7;ENSINO
2017;3359;ROUBO;CAJURU;7;PUBLICO
2017;3360;ROUBO;SITIO CERCADO;14;PUBLICO
2017;3361;FURTO SIMPLES;BAIRRO ALTO;9;PUBLICO
2017;3362;ROUBO;SITIO CERCADO;10;SAUDE
2017;3363;FURTO QUALIFICADO;GANCHINHO;20;RESIDENCIA
2017;3364;FURTO QUALIFICADO;TATUQUARA;16;RESIDENCIA
2017;3365;FURTO SIMPLES;JARDIM BOTANICO;5;TRANSPORTE
2017;3366;ROUBO;BOQUEIRAO;16;PUBLICO
2017;3367;ROUBO;BOQUEIRAO;16;UNIDADES DE CONSERVACAO
2017;3368;FURTO QUALIFICADO;CAMPO DE SANTANA;14;RESIDENCIA
2017;3369;ROUBO;SITIO CERCADO;22;SAUDE
2017;3370;FURTO QUALIFICADO;JARDIM DAS AMERICAS;9;RESIDENCIA
2017;3371;LESAO CORPORAL;CACHOEIRA;11;PUBLICO
2017;3372;LESAO CORPORAL;XAXIM;22;PUBLICO
2017;3373;ROUBO;BACACHERI;18;COMERCIO
2017;3374;LESAO CORPORAL;JARDIM DAS AMERICAS;14;ORGAO PUBLICO
2017;3375;FURTO QUALIFICADO;CIDADE INDUSTRIAL;7;RESIDENCIA
2017;3376;ROUBO;PINHEIRINHO;16;RESIDENCIA
2017;3377;ROUBO;HUGO LANGE;9;PUBLICO
2017;3378;FURTO QUALIFICADO;SITIO CERCADO;18;ALIMENTACAO / DIVERSAO
2017;3379;ROUBO;ALTO DA RUA XV;0;PUBLICO
2017;3380;FURTO SIMPLES;CENTRO;15;PUBLICO
2017;3381;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;GANCHINHO;15;PUBLICO
2017;3382;ROUBO;BOA VISTA;11;TRANSPORTE
2017;3383;ROUBO;JARDIM BOTANICO;18;PUBLICO
2017;3384;ROUBO;TATUQUARA;20;PUBLICO
2017;3385;ROUBO;CENTRO;21;PUBLICO
2017;3386;FURTO QUALIFICADO;BOM RETIRO;20;MERCADO
2017;3387;FURTO QUALIFICADO;PORTAO;21;COMERCIO
2017;3388;FURTO QUALIFICADO;CRISTO REI;23;ORGAO PUBLICO
2017;3389;FURTO QUALIFICADO;CAJURU;13;RESIDENCIA
2017;3390;FURTO QUALIFICADO;VILA IZABEL;2;SAUDE
2017;3391;ROUBO;REBOUCAS;2;PUBLICO
2017;3392;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;AHU;2;PUBLICO
2017;3393;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;AHU;2;RESIDENCIA
2017;3394;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;AHU;2;VEICULO
2017;3395;FURTO SIMPLES;MERCES;23;RESIDENCIA
2017;3396;FURTO SIMPLES;SAO BRAZ;18;ALIMENTACAO / DIVERSAO
2017;3397;ROUBO;NOVO MUNDO;9;RESIDENCIA
2017;3398;ROUBO;NOVO MUNDO;13;PUBLICO
2017;3399;ROUBO;SANTA FELICIDADE;18;SAUDE
2017;3400;FURTO SIMPLES;PINHEIRINHO;5;PUBLICO
2017;3401;ROUBO;CAJURU;14;COMERCIO
2017;3402;ROUBO;TATUQUARA;20;PUBLICO
2017;3403;ROUBO;CAMPO DE SANTANA;21;PUBLICO
2017;3404;ROUBO;AHU;21;PUBLICO
2017;3405;ROUBO;CIDADE INDUSTRIAL;23;COMERCIO
2017;3406;FURTO QUALIFICADO;SANTA FELICIDADE;21;RESIDENCIA
2017;3407;FURTO QUALIFICADO;SANTA FELICIDADE;16;SAUDE
2017;3408;FURTO SIMPLES;UBERABA;3;RESIDENCIA
2017;3409;ROUBO;SITIO CERCADO;11;RESIDENCIA
2017;3410;ROUBO;SITIO CERCADO;15;PUBLICO
2017;3411;FURTO QUALIFICADO;BOQUEIRAO;20;MERCADO
2017;3412;FURTO QUALIFICADO;BUTIATUVINHA;6;MERCADO
2017;3413;ROUBO;SAO BRAZ;9;PUBLICO
2017;3414;ROUBO;HAUER;15;SAUDE
2017;3415;LESAO CORPORAL;SITIO CERCADO;11;RESIDENCIA
2017;3416;FURTO QUALIFICADO;SITIO CERCADO;12;RESIDENCIA
2017;3417;FURTO QUALIFICADO;CAPAO DA IMBUIA;20;PUBLICO
2017;3418;ROUBO;MERCES;21;PUBLICO
2017;3419;LESAO CORPORAL;SITIO CERCADO;14;COMERCIO
2017;3420;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;10;PUBLICO
2017;3421;FURTO QUALIFICADO;SAO FRANCISCO;13;ALIMENTACAO / DIVERSAO
2017;3422;LESAO CORPORAL;SITIO CERCADO;23;RESIDENCIA
2017;3423;FURTO QUALIFICADO;SITIO CERCADO;20;RESIDENCIA
2017;3424;LESAO CORPORAL;TINGUI;10;ENSINO
2017;3425;ROUBO;SEMINARIO;16;SAUDE
2017;3426;LESAO CORPORAL;CRISTO REI;14;SAUDE
2017;3427;LESAO CORPORAL;CAJURU;11;RESIDENCIA
2017;3428;ROUBO;JARDIM SOCIAL;8;OUTROS
2017;3429;FURTO QUALIFICADO;SANTA QUITERIA;1;PUBLICO
2017;3430;FURTO QUALIFICADO;SANTA QUITERIA;1;RESIDENCIA
2017;3431;FURTO QUALIFICADO;TINGUI;12;RESIDENCIA
2017;3432;ROUBO;AHU;19;SAUDE
2017;3433;FURTO QUALIFICADO;ALTO DA RUA XV;10;RESIDENCIA
2017;3434;LESAO CORPORAL;BARREIRINHA;19;RESIDENCIA
