Ano;ID;TIPO DO CRIME;BAIRRO;HORA;LOCAL
2016;4129;FURTO SIMPLES;JARDIM BOTANICO;17;TRANSPORTE
2016;4130;ROUBO;NOVO MUNDO;8;PUBLICO
2016;4131;FURTO SIMPLES;GUAIRA;6;RESIDENCIA
2016;4132;FURTO QUALIFICADO;PILARZINHO;7;COMERCIO
2016;4133;ROUBO;SAO FRANCISCO;9;PUBLICO
2016;4134;LESAO CORPORAL;PRADO VELHO;22;PUBLICO
2016;4135;FURTO QUALIFICADO;BOA VISTA;8;COMERCIO
2016;4136;ROUBO;SITIO CERCADO;16;RESIDENCIA
2016;4137;FURTO QUALIFICADO;CIDADE INDUSTRIAL;9;PUBLICO
2016;4138;ROUBO;SITIO CERCADO;7;PUBLICO
2016;4139;FURTO SIMPLES;JARDIM BOTANICO;17;TRANSPORTE
2016;4140;FURTO SIMPLES;SITIO CERCADO;14;SAUDE
2016;4141;LESAO CORPORAL;SITIO CERCADO;0;RESIDENCIA
2016;4142;FURTO SIMPLES;JARDIM BOTANICO;11;TRANSPORTE
2016;4143;LESAO CORPORAL;CIDADE INDUSTRIAL;20;PUBLICO
2016;4144;FURTO QUALIFICADO;PORTAO;12;COMERCIO
2016;4145;LESAO CORPORAL;CAJURU;9;RESIDENCIA
2016;4146;ROUBO;XAXIM;12;COMERCIO
2016;4147;ROUBO;BAIRRO ALTO;9;PUBLICO
2016;4148;ROUBO;SITIO CERCADO;10;PUBLICO
2016;4149;FURTO SIMPLES;CABRAL;9;SAUDE
2016;4150;FURTO QUALIFICADO;GANCHINHO;11;RESIDENCIA
2016;4151;ROUBO;BOA VISTA;12;PUBLICO
2016;4152;FURTO QUALIFICADO;PINHEIRINHO;17;RESIDENCIA
2016;4153;ROUBO;CIDADE INDUSTRIAL;16;PUBLICO
2016;4154;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;16;PUBLICO
2016;4155;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;BAIRRO ALTO;15;PUBLICO
2016;4156;ROUBO;BIGORRILHO;15;PUBLICO
2016;4157;ROUBO;XAXIM;22;PUBLICO
2016;4158;FURTO DE COISA COMUM;CENTRO;16;PUBLICO
2016;4159;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;GUAIRA;18;PUBLICO
2016;4160;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;GUAIRA;18;RESIDENCIA
2016;4161;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PINHEIRINHO;19;RESIDENCIA
2016;4162;LESAO CORPORAL;CIDADE INDUSTRIAL;18;PUBLICO
2016;4163;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SAO FRANCISCO;0;PUBLICO
2016;4164;ROUBO;CIDADE INDUSTRIAL;19;RESIDENCIA
2016;4165;ROUBO;UBERABA;11;PUBLICO
2016;4166;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;BARREIRINHA;3;RESIDENCIA
2016;4167;ROUBO;CIDADE INDUSTRIAL;18;RESIDENCIA
2016;4168;ROUBO;CIDADE INDUSTRIAL;18;SAUDE
2016;4169;FURTO QUALIFICADO;GUABIROTUBA;15;RESIDENCIA
2016;4170;ROUBO;AGUA VERDE;22;SAUDE
2016;4171;ROUBO;LINDOIA;19;PUBLICO
2016;4172;ROUBO;CAJURU;17;DERIVADO PETROLEO
2016;4173;ROUBO;GUAIRA;21;PUBLICO
2016;4174;FURTO QUALIFICADO;BOM RETIRO;18;PUBLICO
2016;4175;LESAO CORPORAL;CAJURU;22;RESIDENCIA
2016;4176;FURTO QUALIFICADO;BOQUEIRAO;13;PUBLICO
2016;4177;ROUBO;CAPAO DA IMBUIA;16;PUBLICO
2016;4178;LESAO CORPORAL;ALTO BOQUEIRAO;3;PUBLICO
2016;4179;ROUBO;ALTO BOQUEIRAO;3;PUBLICO
2016;4180;LESAO CORPORAL;UMBARA;5;PUBLICO
2016;4181;LESAO CORPORAL;UMBARA;5;RESIDENCIA
2016;4182;FURTO QUALIFICADO;ALTO BOQUEIRAO;21;RESIDENCIA
2016;4183;FURTO QUALIFICADO;CIDADE INDUSTRIAL;9;PUBLICO
2016;4184;FURTO QUALIFICADO;VILA IZABEL;15;COMERCIO
2016;4185;ROUBO;SITIO CERCADO;1;PUBLICO
2016;4186;LESAO CORPORAL;SITIO CERCADO;16;PUBLICO
2016;4187;ROUBO;FAZENDINHA;23;PUBLICO
2016;4188;FURTO QUALIFICADO;SAO BRAZ;10;PRESTACAO DE SERVICOS
2016;4189;FURTO QUALIFICADO;SAO BRAZ;10;SAUDE
2016;4190;LESAO CORPORAL;UMBARA;5;RESIDENCIA
2016;4191;ROUBO;CENTRO;18;PUBLICO
2016;4192;FURTO SIMPLES;CENTRO;12;PUBLICO
2016;4193;FURTO QUALIFICADO;SITIO CERCADO;17;RESIDENCIA
2016;4194;FURTO SIMPLES;JARDIM BOTANICO;13;PUBLICO
2016;4195;FURTO SIMPLES;JARDIM BOTANICO;13;TRANSPORTE
2016;4196;FURTO SIMPLES;GUABIROTUBA;16;PUBLICO
2016;4197;FURTO QUALIFICADO;BACACHERI;10;RESIDENCIA
2016;4198;FURTO SIMPLES;BOQUEIRAO;10;PUBLICO
2016;4199;FURTO QUALIFICADO;REBOUCAS;8;COMERCIO
2016;4200;FURTO SIMPLES;AGUA VERDE;20;PUBLICO
2016;4201;LESAO CORPORAL;CIDADE INDUSTRIAL;12;RESIDENCIA
2016;4202;FURTO SIMPLES;REBOUCAS;14;COMERCIO
2016;4203;ROUBO;PINHEIRINHO;19;RESIDENCIA
2016;4204;LESAO CORPORAL;SITIO CERCADO;14;RESIDENCIA
2016;4205;ROUBO;AGUA VERDE;20;PUBLICO
2016;4206;FURTO DE COISA COMUM;TATUQUARA;2;RESIDENCIA
2016;4207;ROUBO;CAMPO COMPRIDO;17;ALIMENTACAO / DIVERSAO
2016;4208;ROUBO;CIDADE INDUSTRIAL;19;PUBLICO
2016;4209;ROUBO;AGUA VERDE;16;SAUDE
2016;4210;ROUBO;ALTO DA GLORIA;20;PUBLICO
2016;4211;ROUBO;CIDADE INDUSTRIAL;8;DERIVADO PETROLEO
2016;4212;ROUBO;SAO LOURENCO;13;SAUDE
2016;4213;FURTO SIMPLES;BUTIATUVINHA;16;ALIMENTACAO / DIVERSAO
2016;4214;FURTO SIMPLES;CIDADE INDUSTRIAL;17;COMERCIO
2016;4215;FURTO SIMPLES;FAZENDINHA;8;MERCADO
2016;4216;FURTO SIMPLES;FAZENDINHA;8;PUBLICO
2016;4217;FURTO SIMPLES;FAZENDINHA;8;RESIDENCIA
2016;4218;FURTO SIMPLES;CIDADE INDUSTRIAL;3;COMERCIO
2016;4219;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;17;PUBLICO
2016;4220;LESAO CORPORAL;FAZENDINHA;19;SAUDE
2016;4221;FURTO QUALIFICADO;CIDADE INDUSTRIAL;22;RESIDENCIA
2016;4222;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CENTRO;21;PUBLICO
2016;4223;FURTO QUALIFICADO;CIDADE INDUSTRIAL;20;RESIDENCIA
2016;4224;FURTO SIMPLES;BOQUEIRAO;11;RESIDENCIA
2016;4225;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;ALTO BOQUEIRAO;21;PUBLICO
2016;4226;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;22;PUBLICO
2016;4227;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;0;ALIMENTACAO / DIVERSAO
2016;4228;LESAO CORPORAL;CIDADE INDUSTRIAL;0;PUBLICO
2016;4229;ROUBO;GUAIRA;21;PUBLICO
2016;4230;ROUBO;GUAIRA;21;RESIDENCIA
2016;4231;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;2;PUBLICO
2016;4232;ROUBO;UMBARA;1;MERCADO
2016;4233;ROUBO;UMBARA;1;PUBLICO
2016;4234;FURTO SIMPLES;UBERABA;18;RESIDENCIA
2016;4235;ROUBO;ORLEANS;23;SAUDE
2016;4236;ROUBO;REBOUCAS;14;SAUDE
2016;4237;ROUBO;AGUA VERDE;14;COMERCIO
2016;4238;ROUBO;CIDADE INDUSTRIAL;5;PUBLICO
2016;4239;ROUBO;PAROLIN;0;PUBLICO
2016;4240;FURTO QUALIFICADO;CIDADE INDUSTRIAL;2;COMERCIO
2016;4241;ROUBO;AGUA VERDE;19;SAUDE
2016;4242;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;INDUSTRIA
2016;4243;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;PRESTACAO DE SERVICOS
2016;4244;FURTO QUALIFICADO;SAO BRAZ;6;ASSOCIACAO
2016;4245;FURTO QUALIFICADO;NOVO MUNDO;17;RESIDENCIA
2016;4246;FURTO QUALIFICADO;MERCES;20;RESIDENCIA
2016;4247;ROUBO;CAJURU;8;PUBLICO
2016;4248;ROUBO;REBOUCAS;16;SAUDE
2016;4249;ROUBO;REBOUCAS;17;PUBLICO
2016;4250;FURTO SIMPLES;REBOUCAS;1;PUBLICO
2016;4251;ROUBO;CAJURU;15;ALIMENTACAO / DIVERSAO
2016;4252;ROUBO;REBOUCAS;19;COMERCIO
2016;4253;FURTO SIMPLES;BACACHERI;9;SAUDE
2016;4254;ROUBO;CENTRO;9;SAUDE
2016;4255;FURTO QUALIFICADO;JUVEVE;22;PUBLICO
2016;4256;ROUBO;ATUBA;4;TRANSPORTE
2016;4257;ROUBO;BOA VISTA;20;SAUDE
2016;4258;FURTO SIMPLES;TATUQUARA;5;RESIDENCIA
2016;4259;ROUBO;GUABIROTUBA;0;PUBLICO
2016;4260;FURTO QUALIFICADO;ABRANCHES;13;RESIDENCIA
2016;4261;LESAO CORPORAL;UMBARA;10;PUBLICO
2016;4262;FURTO SIMPLES;JARDIM BOTANICO;10;TRANSPORTE
2016;4263;FURTO QUALIFICADO;TATUQUARA;9;RESIDENCIA
2016;4264;ROUBO;ALTO BOQUEIRAO;10;TRANSPORTE
2016;4265;ROUBO;TATUQUARA;9;PUBLICO
2016;4266;FURTO QUALIFICADO;JUVEVE;13;RESIDENCIA
2016;4267;ROUBO;SITIO CERCADO;12;PUBLICO
2016;4268;FURTO SIMPLES;CENTRO;20;PUBLICO
2016;4269;FURTO QUALIFICADO;CIDADE INDUSTRIAL;8;RESIDENCIA
2016;4270;FURTO QUALIFICADO;GANCHINHO;14;RESIDENCIA
2016;4271;FURTO DE COISA COMUM;CENTRO;12;TRANSPORTE
2016;4272;ROUBO;CENTRO;11;SAUDE
2016;4273;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;UBERABA;11;COMERCIO
2016;4274;ROUBO;CENTRO;15;PUBLICO
2016;4275;ROUBO;BACACHERI;9;PUBLICO
2016;4276;ROUBO;CENTRO;19;PUBLICO
2016;4277;ROUBO;CENTRO;10;SAUDE
2016;4278;ROUBO;SEMINARIO;19;SAUDE
2016;4279;ROUBO;SITIO CERCADO;12;COMERCIO
2016;4280;ROUBO;SITIO CERCADO;12;PUBLICO
2016;4281;ROUBO;ALTO DA RUA XV;14;PUBLICO
2016;4282;ROUBO;CAPAO RASO;23;PUBLICO
2016;4283;ROUBO;CAPAO RASO;13;PUBLICO
2016;4284;LESAO CORPORAL;CAJURU;11;ENSINO
2016;4285;LESAO CORPORAL;CAJURU;11;PUBLICO
2016;4286;ROUBO;FANNY;13;PUBLICO
2016;4287;ROUBO;CAPAO RASO;19;PUBLICO
2016;4288;FURTO QUALIFICADO;LAMENHA PEQUENA;10;RESIDENCIA
2016;4289;ROUBO;XAXIM;14;PUBLICO
2016;4290;ROUBO;CAPAO RASO;13;PUBLICO
2016;4291;ROUBO;SITIO CERCADO;15;PUBLICO
2016;4292;ROUBO;PINHEIRINHO;23;PUBLICO
2016;4293;ROUBO;CIDADE INDUSTRIAL;21;TRANSPORTE
2016;4294;LESAO CORPORAL;BOA VISTA;15;ENSINO
2016;4295;FURTO QUALIFICADO;ALTO DA GLORIA;0;PUBLICO
2016;4296;ROUBO;PINHEIRINHO;17;PUBLICO
2016;4297;ROUBO;BIGORRILHO;17;PUBLICO
2016;4298;ROUBO;SANTA FELICIDADE;17;COMERCIO
2016;4299;FURTO SIMPLES;JARDIM BOTANICO;19;TRANSPORTE
2016;4300;ROUBO;ALTO BOQUEIRAO;10;TRANSPORTE
2016;4301;ROUBO;ALTO BOQUEIRAO;8;PUBLICO
2016;4302;FURTO QUALIFICADO;ALTO BOQUEIRAO;11;PUBLICO
2016;4303;FURTO QUALIFICADO;ALTO BOQUEIRAO;11;RESIDENCIA
2016;4304;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;BOQUEIRAO;22;PUBLICO
2016;4305;ROUBO;CIDADE INDUSTRIAL;16;COMERCIO
2016;4306;ROUBO;SITIO CERCADO;0;PUBLICO
2016;4307;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;1;PUBLICO
2016;4308;ROUBO;ALTO BOQUEIRAO;15;PUBLICO
2016;4309;ROUBO;ALTO BOQUEIRAO;15;RESIDENCIA
2016;4310;FURTO QUALIFICADO;UBERABA;23;RESIDENCIA
2016;4311;ROUBO;CENTRO;6;PUBLICO
2016;4312;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CENTRO;8;ALIMENTACAO / DIVERSAO
2016;4313;ROUBO;CENTRO;16;PUBLICO
2016;4314;FURTO QUALIFICADO;CENTRO;11;PUBLICO
2016;4315;ROUBO;CENTRO;9;SAUDE
2016;4316;FURTO SIMPLES;FAZENDINHA;5;PUBLICO
2016;4317;LESAO CORPORAL;BOQUEIRAO;21;RESIDENCIA
2016;4318;LESAO CORPORAL;XAXIM;10;RESIDENCIA
2016;4319;LESAO CORPORAL;ALTO BOQUEIRAO;19;RESIDENCIA
2016;4320;FURTO SIMPLES;JARDIM BOTANICO;9;PUBLICO
2016;4321;ROUBO;CENTRO;13;SAUDE
2016;4322;FURTO SIMPLES;CENTRO;12;PUBLICO
2016;4323;ROUBO;CENTRO;10;SAUDE
2016;4324;ROUBO;CENTRO;11;SAUDE
2016;4325;ROUBO;CENTRO;10;SAUDE
2016;4326;ROUBO;CENTRO;18;COMERCIO
2016;4327;ROUBO;CENTRO;19;SAUDE
2016;4328;FURTO SIMPLES;JARDIM BOTANICO;0;PUBLICO
2016;4329;FURTO QUALIFICADO;CENTRO;1;RESIDENCIA
2016;4330;ROUBO;AGUA VERDE;13;SAUDE
2016;4331;ROUBO;CENTRO;5;PUBLICO
2016;4332;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;ATIVIDADE FINANCEIRA
2016;4333;FURTO QUALIFICADO;AGUA VERDE;14;MERCADO
2016;4334;ROUBO;CIDADE INDUSTRIAL;9;SAUDE
2016;4335;ROUBO;CENTRO;0;PUBLICO
2016;4336;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;UBERABA;15;ALIMENTACAO / DIVERSAO
2016;4337;FURTO QUALIFICADO;CENTRO;10;ALIMENTACAO / DIVERSAO
2016;4338;ROUBO;CIDADE INDUSTRIAL;7;PUBLICO
2016;4339;ROUBO;CENTRO;11;SAUDE
2016;4340;ROUBO;CENTRO;19;PUBLICO
2016;4341;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SAO BRAZ;20;PUBLICO
2016;4342;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SAO BRAZ;20;RESIDENCIA
2016;4343;ROUBO;CAPAO RASO;17;PUBLICO
2016;4344;ROUBO;CIDADE INDUSTRIAL;15;PUBLICO
2016;4345;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;20;RESIDENCIA
2016;4346;LESAO CORPORAL;BIGORRILHO;22;PUBLICO
2016;4347;FURTO QUALIFICADO;SITIO CERCADO;18;ALIMENTACAO / DIVERSAO
2016;4348;FURTO QUALIFICADO;HAUER;11;MERCADO
2016;4349;FURTO SIMPLES;CIDADE INDUSTRIAL;21;RESIDENCIA
2016;4350;LESAO CORPORAL;SAO BRAZ;2;PUBLICO
2016;4351;ROUBO;CIDADE INDUSTRIAL;6;PUBLICO
2016;4352;LESAO CORPORAL;CIDADE INDUSTRIAL;2;PUBLICO
2016;4353;FURTO QUALIFICADO;ABRANCHES;5;SAUDE
2016;4354;ROUBO;CIDADE INDUSTRIAL;19;PUBLICO
2016;4355;ROUBO;AHU;14;RESIDENCIA
2016;4356;LESAO CORPORAL;CIDADE INDUSTRIAL;17;RESIDENCIA
2016;4357;LESAO CORPORAL;SAO BRAZ;21;RESIDENCIA
2016;4358;LESAO CORPORAL;CIDADE INDUSTRIAL;15;RESIDENCIA
2016;4359;FURTO SIMPLES;FAZENDINHA;20;PUBLICO
2016;4360;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
2016;4361;LESAO CORPORAL;FANNY;19;RESIDENCIA
2016;4362;LESAO CORPORAL;SITIO CERCADO;19;RESIDENCIA
2016;4363;LESAO CORPORAL;BOQUEIRAO;11;PUBLICO
2016;4364;LESAO CORPORAL;BOQUEIRAO;11;RESIDENCIA
2016;4365;ROUBO;BOQUEIRAO;11;PUBLICO
2016;4366;ROUBO;BOQUEIRAO;11;RESIDENCIA
2016;4367;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PRADO VELHO;21;PUBLICO
2016;4368;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CENTRO;22;HOSPEDAGEM
2016;4369;ROUBO;CIDADE INDUSTRIAL;14;PUBLICO
2016;4370;FURTO QUALIFICADO;SANTA FELICIDADE;15;RESIDENCIA
2016;4371;FURTO SIMPLES;JARDIM BOTANICO;23;TRANSPORTE
2016;4372;FURTO QUALIFICADO;BOM RETIRO;3;OUTROS
2016;4373;FURTO QUALIFICADO;CIDADE INDUSTRIAL;19;PUBLICO
2016;4374;ROUBO;ATUBA;23;PUBLICO
2016;4375;ROUBO;BAIRRO ALTO;8;RESIDENCIA
2016;4376;ROUBO;CRISTO REI;12;MERCADO
2016;4377;ROUBO;CABRAL;20;SAUDE
2016;4378;FURTO QUALIFICADO;BAIRRO ALTO;10;RESIDENCIA
2016;4379;ROUBO;UBERABA;16;RESIDENCIA
2016;4380;ROUBO;CACHOEIRA;23;PUBLICO
2016;4381;ROUBO;PORTAO;9;SAUDE
2016;4382;ROUBO;NOVO MUNDO;9;DERIVADO PETROLEO
2016;4383;ROUBO;CENTRO;23;PRESTACAO DE SERVICOS
2016;4384;LESAO CORPORAL;CAJURU;20;RESIDENCIA
2016;4385;FURTO QUALIFICADO;PORTAO;22;PUBLICO
2016;4386;FURTO SIMPLES;REBOUCAS;9;PUBLICO
2016;4387;ROUBO;ALTO DA GLORIA;11;PUBLICO
2016;4388;FURTO SIMPLES;TATUQUARA;6;COMERCIO
2016;4389;ROUBO;CENTRO;10;SAUDE
2016;4390;FURTO DE COISA COMUM;BOM RETIRO;2;SAUDE
2016;4391;ROUBO;PORTAO;18;COMERCIO
2016;4392;FURTO SIMPLES;JARDIM BOTANICO;11;TRANSPORTE
2016;4393;FURTO QUALIFICADO;BARREIRINHA;10;PUBLICO
2016;4394;FURTO QUALIFICADO;BARREIRINHA;10;RESIDENCIA
2016;4395;FURTO QUALIFICADO;PORTAO;21;RESIDENCIA
2016;4396;FURTO SIMPLES;CAPAO DA IMBUIA;19;PUBLICO
2016;4397;FURTO SIMPLES;CAPAO DA IMBUIA;19;TRANSPORTE
2016;4398;ROUBO;CENTRO;9;PUBLICO
2016;4399;LESAO CORPORAL;NOVO MUNDO;19;PUBLICO
2016;4400;FURTO SIMPLES;CENTRO;13;TRANSPORTE
2016;4401;ROUBO;UMBARA;22;RESIDENCIA
2016;4402;ROUBO;CENTRO;1;PUBLICO
2016;4403;LESAO CORPORAL;SANTO INACIO;14;PUBLICO
2016;4404;FURTO QUALIFICADO;TATUQUARA;3;COMERCIO
2016;4405;FURTO SIMPLES;CENTRO;12;PUBLICO
2016;4406;ROUBO;CENTRO;12;SAUDE
2016;4407;LESAO CORPORAL;CIDADE INDUSTRIAL;8;RESIDENCIA
2016;4408;FURTO QUALIFICADO;JUVEVE;10;COMERCIO
2016;4409;FURTO QUALIFICADO;SANTO INACIO;15;PUBLICO
2016;4410;FURTO QUALIFICADO;SANTO INACIO;15;RESIDENCIA
2016;4411;ROUBO;CENTRO;1;PUBLICO
2016;4412;FURTO QUALIFICADO;BOA VISTA;8;RESIDENCIA
2016;4413;ROUBO;CENTRO;20;COMERCIO
2016;4414;FURTO SIMPLES;JARDIM BOTANICO;16;TRANSPORTE
2016;4415;ROUBO;CENTRO;14;PUBLICO
2016;4416;ROUBO;CIDADE INDUSTRIAL;14;MERCADO
2016;4417;LESAO CORPORAL;CABRAL;2;PUBLICO
2016;4418;FURTO QUALIFICADO;SANTA QUITERIA;14;COMERCIO
2016;4419;ROUBO;CABRAL;21;SAUDE
2016;4420;ROUBO;CIDADE INDUSTRIAL;17;RESIDENCIA
2016;4421;FURTO QUALIFICADO;JARDIM DAS AMERICAS;12;DERIVADO PETROLEO
2016;4422;ROUBO;CACHOEIRA;19;SAUDE
2016;4423;FURTO SIMPLES;JARDIM BOTANICO;1;TRANSPORTE
2016;4424;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;16;PUBLICO
2016;4425;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;16;RESIDENCIA
2016;4426;ROUBO;CENTRO;11;PUBLICO
2016;4427;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
2016;4428;FURTO SIMPLES;CIDADE INDUSTRIAL;9;RELIGIOSOS
2016;4429;ROUBO;PRADO VELHO;17;PUBLICO
2016;4430;ROUBO;UBERABA;18;PUBLICO
2016;4431;ROUBO;PINHEIRINHO;18;PUBLICO
2016;4432;ROUBO;PAROLIN;19;PUBLICO
2016;4433;FURTO SIMPLES;XAXIM;22;SAUDE
2016;4434;ROUBO;CIDADE INDUSTRIAL;16;TRANSPORTE
2016;4435;ROUBO;JARDIM BOTANICO;22;PUBLICO
2016;4436;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SANTA CANDIDA;23;PUBLICO
2016;4437;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;SANTA CANDIDA;23;RESIDENCIA
2016;4438;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;UBERABA;23;ALIMENTACAO / DIVERSAO
2016;4439;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;CIDADE INDUSTRIAL;1;PUBLICO
2016;4440;FURTO SIMPLES;CIDADE INDUSTRIAL;19;SAUDE
2016;4441;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
2016;4442;ROUBO;BOA VISTA;1;PUBLICO
2016;4443;FURTO QUALIFICADO;UBERABA;9;RESIDENCIA
2016;4444;ROUBO;JARDIM BOTANICO;4;PUBLICO
2016;4445;FURTO QUALIFICADO;CAJURU;2;RESIDENCIA
2016;4446;ROUBO;JARDIM BOTANICO;13;PUBLICO
2016;4447;ROUBO;JARDIM DAS AMERICAS;2;RESIDENCIA
2016;4448;ROUBO;SANTA QUITERIA;12;SAUDE
2016;4449;FURTO QUALIFICADO;JARDIM DAS AMERICAS;9;ALIMENTACAO / DIVERSAO
2016;4450;ROUBO;PINHEIRINHO;14;ORGAO PUBLICO
2016;4451;ROUBO;CAJURU;18;SAUDE
2016;4452;ROUBO;UBERABA;8;PUBLICO
2016;4453;ROUBO;JARDIM BOTANICO;14;TRANSPORTE
2016;4454;FURTO QUALIFICADO;CAPAO RASO;13;RESIDENCIA
2016;4455;ROUBO;JARDIM DAS AMERICAS;19;MERCADO
2016;4456;LESAO CORPORAL;CAJURU;20;RESIDENCIA
2016;4457;ROUBO;PINHEIRINHO;7;PUBLICO
2016;4458;FURTO QUALIFICADO;GUAIRA;1;DERIVADO PETROLEO
2016;4459;LESAO CORPORAL;UBERABA;18;ALIMENTACAO / DIVERSAO
2016;4460;ROUBO;HAUER;2;RESIDENCIA
2016;4461;ROUBO;UBERABA;11;DERIVADO PETROLEO
2016;4462;FURTO QUALIFICADO;NOVO MUNDO;12;MERCADO
2016;4463;LESAO CORPORAL;FAZENDINHA;17;RESIDENCIA
2016;4464;ROUBO;CAPAO DA IMBUIA;17;PUBLICO
2016;4465;FURTO QUALIFICADO;HAUER;22;RESIDENCIA
2016;4466;FURTO SIMPLES;NOVO MUNDO;16;SAUDE
2016;4467;FURTO SIMPLES;BATEL;3;ALIMENTACAO / DIVERSAO
2016;4468;ROUBO;GUAIRA;22;PUBLICO
2016;4469;ROUBO;BARREIRINHA;20;SAUDE
2016;4470;ROUBO;CAMPO COMPRIDO;9;PUBLICO
2016;4471;FURTO QUALIFICADO;MERCES;11;ALIMENTACAO / DIVERSAO
2016;4472;FURTO QUALIFICADO;SAO FRANCISCO;23;PUBLICO
2016;4473;ROUBO;SEMINARIO;14;PUBLICO
2016;4474;ROUBO;SITIO CERCADO;9;SAUDE
2016;4475;ROUBO;BATEL;14;PRESTACAO DE SERVICOS
2016;4476;FURTO QUALIFICADO;SEMINARIO;22;PUBLICO
2016;4477;ROUBO;BATEL;18;SAUDE
2016;4478;LESAO CORPORAL;LINDOIA;9;ENSINO
2016;4479;LESAO CORPORAL;LINDOIA;9;PUBLICO
2016;4480;FURTO SIMPLES;REBOUCAS;18;TRANSPORTE
2016;4481;ROUBO;PILARZINHO;19;PUBLICO
2016;4482;FURTO SIMPLES;PILARZINHO;0;RESIDENCIA
2016;4483;FURTO QUALIFICADO;CIDADE INDUSTRIAL;13;PRESTACAO DE SERVICOS
2016;4484;ROUBO;TARUMA;18;PUBLICO
2016;4485;ROUBO;BIGORRILHO;10;PUBLICO
2016;4486;FURTO QUALIFICADO;BATEL;22;COMERCIO
2016;4487;ROUBO;AHU;20;SAUDE
2016;4488;ROUBO;ALTO BOQUEIRAO;23;PUBLICO
2016;4489;ROUBO;BOQUEIRAO;13;PUBLICO
2016;4490;ROUBO;ORLEANS;12;PUBLICO
2016;4491;ROUBO;PINHEIRINHO;12;SAUDE
2016;4492;FURTO QUALIFICADO;PINHEIRINHO;4;SAUDE
2016;4493;ROUBO;UMBARA;22;PUBLICO
2016;4494;FURTO QUALIFICADO;CAJURU;21;RESIDENCIA
2016;4495;FURTO SIMPLES;ATUBA;4;PUBLICO
2016;4496;FURTO SIMPLES;ATUBA;4;RESIDENCIA
2016;4497;FURTO QUALIFICADO;PINHEIRINHO;12;PUBLICO
2016;4498;ROUBO;PINHEIRINHO;12;PUBLICO
2016;4499;ROUBO;XAXIM;21;RESIDENCIA
2016;4500;FURTO SIMPLES;JARDIM BOTANICO;14;PUBLICO
2016;4501;FURTO SIMPLES;JARDIM BOTANICO;14;TRANSPORTE
2016;4502;LESAO CORPORAL;CAPAO DA IMBUIA;10;RESIDENCIA
2016;4503;ROUBO;PINHEIRINHO;20;PUBLICO
2016;4504;FURTO QUALIFICADO;CENTRO;13;PUBLICO
2016;4505;FURTO QUALIFICADO;PRADO VELHO;4;ATIVIDADE FINANCEIRA
2016;4506;ROUBO;AGUA VERDE;16;PUBLICO
2016;4507;FURTO SIMPLES;CENTRO;14;PUBLICO
2016;4508;FURTO QUALIFICADO;AGUA VERDE;5;COMERCIO
2016;4509;ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS;PAROLIN;13;PUBLICO
