id;crime;bairro;hora;local
9001;FURTO QUALIFICADO;BAIRRO ALTO;19;RESIDENCIA
9003;ROUBO;ORLEANS;13;PUBLICO
9007;FURTO QUALIFICADO;NOVO MUNDO;23;PUBLICO
9008;ROUBO;CENTRO;7;SAUDE
9009;ROUBO;JUVEVE;15;ALIMENTACAO / DIVERSAO
9010;FURTO QUALIFICADO;GUAIRA;7;ASSOCIACAO
9011;FURTO QUALIFICADO;GUAIRA;7;RESIDENCIA
9012;ROUBO;SANTA CANDIDA;11;PUBLICO
9013;ROUBO;BIGORRILHO;8;MERCADO
9018;ROUBO;CENTRO;15;PUBLICO
9019;ROUBO;AHU;13;PUBLICO
9024;FURTO QUALIFICADO;BOA VISTA;21;RESIDENCIA
9029;ROUBO;REBOUCAS;18;PUBLICO
9032;ROUBO;JARDIM DAS AMERICAS;17;MERCADO
9033;ROUBO;CENTRO;16;PUBLICO
9035;FURTO QUALIFICADO;CIDADE INDUSTRIAL;17;SAUDE
9046;FURTO SIMPLES;BUTIATUVINHA;18;MERCADO
9050;ROUBO;PORTAO;22;PUBLICO
9055;FURTO QUALIFICADO;CIDADE INDUSTRIAL;19;PUBLICO
9059;FURTO QUALIFICADO;BATEL;23;PUBLICO
9071;FURTO QUALIFICADO;ORLEANS;20;RESIDENCIA
9079;FURTO QUALIFICADO;BOQUEIRAO;10;PUBLICO
9081;FURTO QUALIFICADO;UBERABA;17;RESIDENCIA
9090;ROUBO;BOQUEIRAO;4;PUBLICO
9096;ROUBO;BOQUEIRAO;8;SAUDE
9097;ROUBO;MERCES;8;PUBLICO
9099;ROUBO;ORLEANS;8;HOSPEDAGEM
9103;ROUBO;BOQUEIRAO;18;PUBLICO
9109;FURTO QUALIFICADO;CIDADE INDUSTRIAL;3;RESIDENCIA
9112;FURTO DE COISA COMUM;BATEL;18;COMERCIO
9114;ROUBO;MOSSUNGUE;18;RESIDENCIA
9115;ROUBO;LINDOIA;19;PUBLICO
9117;FURTO SIMPLES;BOA VISTA;19;MERCADO
9118;FURTO SIMPLES;JARDIM BOTANICO;21;TRANSPORTE
9129;ROUBO;CIDADE INDUSTRIAL;14;PUBLICO
9140;FURTO SIMPLES;BUTIATUVINHA;21;MERCADO
9148;ROUBO;CIDADE INDUSTRIAL;21;PUBLICO
9166;ROUBO;SANTA FELICIDADE;4;PUBLICO
9175;FURTO SIMPLES;REBOUCAS;11;COMERCIO
9203;FURTO SIMPLES;CENTRO;16;HOSPEDAGEM
9204;FURTO QUALIFICADO;XAXIM;17;ALIMENTACAO / DIVERSAO
9210;FURTO SIMPLES;BATEL;18;RESIDENCIA
9232;FURTO QUALIFICADO;UBERABA;1;RESIDENCIA
9239;ROUBO;PAROLIN;18;RESIDENCIA
9244;ROUBO;SEMINARIO;14;PUBLICO
9247;FURTO QUALIFICADO;XAXIM;21;OUTROS
9251;ROUBO;PINHEIRINHO;21;RESIDENCIA
9252;ROUBO;CENTRO;0;PUBLICO
9256;ROUBO;PORTAO;19;DERIVADO PETROLEO
9257;ROUBO;CENTRO;4;PUBLICO
9258;FURTO QUALIFICADO;MERCES;10;PUBLICO
9259;ROUBO;CENTRO;19;PUBLICO
9260;FURTO QUALIFICADO;NOVO MUNDO;21;PUBLICO
9261;ROUBO;MERCES;22;PUBLICO
9262;ROUBO;XAXIM;8;ALIMENTACAO / DIVERSAO
9263;ROUBO;CENTRO;15;SAUDE
9264;ROUBO;NOVO MUNDO;23;PUBLICO
9265;FURTO SIMPLES;CENTRO;11;PUBLICO
9266;FURTO SIMPLES;CENTRO;13;COMERCIO
9267;ROUBO;SITIO CERCADO;10;PUBLICO
9268;FURTO SIMPLES;PINHEIRINHO;7;RESIDENCIA
9269;FURTO SIMPLES;SITIO CERCADO;15;RESIDENCIA
9270;ROUBO;BIGORRILHO;9;PUBLICO
9271;ROUBO;CENTRO;10;SAUDE
9272;FURTO SIMPLES;PORTAO;20;PUBLICO
9273;ROUBO;BIGORRILHO;19;SAUDE
9274;ROUBO;BOM RETIRO;20;SAUDE
9275;ROUBO;CENTRO;8;SAUDE
9277;ROUBO;GUAIRA;6;PUBLICO
9278;ROUBO;CENTRO;11;SAUDE
9279;FURTO QUALIFICADO;PORTAO;12;RESIDENCIA
9281;ROUBO;CENTRO;15;SAUDE
9282;ROUBO;BIGORRILHO;21;PUBLICO
9284;ROUBO;BOQUEIRAO;4;PUBLICO
9285;FURTO QUALIFICADO;PILARZINHO;10;ALIMENTACAO / DIVERSAO
9286;ROUBO;CENTRO;9;SAUDE
9287;ROUBO;BOM RETIRO;9;PUBLICO
9290;FURTO SIMPLES;CENTRO;7;ALIMENTACAO / DIVERSAO
9291;ROUBO;PILARZINHO;7;PUBLICO
9292;ROUBO;GUAIRA;15;PUBLICO
9294;FURTO SIMPLES;CENTRO;10;PUBLICO
9295;ROUBO;NOVO MUNDO;5;PUBLICO
9296;ROUBO;CIDADE INDUSTRIAL;6;PUBLICO
9299;ROUBO;CENTRO;8;PUBLICO
9301;ROUBO;JARDIM DAS AMERICAS;19;PUBLICO
9303;ROUBO;CENTRO;11;SAUDE
9305;ROUBO;NOVO MUNDO;12;PUBLICO
9306;ROUBO;PORTAO;10;SAUDE
9312;ROUBO;CENTRO;20;PUBLICO
9314;FURTO SIMPLES;SAO FRANCISCO;22;ALIMENTACAO / DIVERSAO
9317;FURTO QUALIFICADO;SANTA FELICIDADE;8;COMERCIO
9319;ROUBO;UBERABA;15;PUBLICO
9320;FURTO QUALIFICADO;AHU;14;RESIDENCIA
9330;FURTO QUALIFICADO;SANTA CANDIDA;16;RESIDENCIA
9331;FURTO QUALIFICADO;SANTO INACIO;12;PRESTACAO DE SERVICOS
9332;FURTO QUALIFICADO;CABRAL;13;RESIDENCIA
9334;ROUBO;GUAIRA;16;PUBLICO
9337;FURTO SIMPLES;CAJURU;18;RESIDENCIA
9340;ROUBO;CAJURU;20;PUBLICO
9344;FURTO QUALIFICADO;CRISTO REI;7;RESIDENCIA
9346;FURTO SIMPLES;CAJURU;9;RESIDENCIA
9349;FURTO SIMPLES;CIDADE INDUSTRIAL;17;PUBLICO
9350;ROUBO;JARDIM BOTANICO;18;PRESTACAO DE SERVICOS
9355;ROUBO;JARDIM DAS AMERICAS;20;SAUDE
9360;ROUBO;CENTRO;1;PUBLICO
9362;ROUBO;CENTRO;21;PUBLICO
9369;ROUBO;CENTRO;22;PUBLICO
9372;ROUBO;BAIRRO ALTO;23;PUBLICO
9376;ROUBO;SANTA CANDIDA;23;TRANSPORTE
9384;FURTO QUALIFICADO;CIDADE INDUSTRIAL;16;PUBLICO
9387;ROUBO;AGUA VERDE;22;ALIMENTACAO / DIVERSAO
9388;ROUBO;SANTO INACIO;14;ALIMENTACAO / DIVERSAO
9389;ROUBO;PORTAO;10;COMERCIO
9391;FURTO QUALIFICADO;HAUER;15;PUBLICO
9392;ROUBO;CENTRO;7;PUBLICO
9393;ROUBO;SITIO CERCADO;17;PUBLICO
9399;FURTO SIMPLES;BOA VISTA;9;COMERCIO
9400;ROUBO;SITIO CERCADO;6;RESIDENCIA
9403;ROUBO;REBOUCAS;14;COMERCIO
9409;FURTO QUALIFICADO;ALTO DA RUA XV;15;COMERCIO
9410;ROUBO;AGUA VERDE;20;SAUDE
9411;FURTO QUALIFICADO;TATUQUARA;20;PUBLICO
9415;FURTO QUALIFICADO;PORTAO;22;SAUDE
9417;ROUBO;AGUA VERDE;14;SAUDE
9418;FURTO QUALIFICADO;GUAIRA;17;RESIDENCIA
9422;FURTO SIMPLES;CENTRO;10;PUBLICO
9423;ROUBO;PAROLIN;20;DERIVADO PETROLEO
9424;ROUBO;CAMPO DE SANTANA;10;PUBLICO
9426;ROUBO;CACHOEIRA;9;PUBLICO
9430;FURTO SIMPLES;BUTIATUVINHA;5;RESIDENCIA
9431;ROUBO;CAJURU;17;ENSINO
9434;ROUBO;SITIO CERCADO;17;PUBLICO
9436;ROUBO;SITIO CERCADO;14;SAUDE
9437;ROUBO;AGUA VERDE;16;PUBLICO
9438;FURTO QUALIFICADO;CAJURU;20;RESIDENCIA
9439;FURTO QUALIFICADO;TATUQUARA;17;PUBLICO
9440;ROUBO;AGUA VERDE;9;SAUDE
9442;FURTO SIMPLES;AGUA VERDE;8;RESIDENCIA
9446;ROUBO;AGUA VERDE;17;SAUDE
9447;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
9448;FURTO DE COISA COMUM;JARDIM BOTANICO;12;TRANSPORTE
9455;ROUBO;SAO BRAZ;10;PUBLICO
9456;ROUBO;SAO BRAZ;10;RURAL
9460;FURTO QUALIFICADO;PORTAO;2;RESIDENCIA
9461;ROUBO;CAMPO DE SANTANA;20;RESIDENCIA
9462;FURTO SIMPLES;GUAIRA;5;RESIDENCIA
9465;ROUBO;XAXIM;11;PRESTACAO DE SERVICOS
9473;ROUBO;JARDIM DAS AMERICAS;12;PUBLICO
9474;FURTO QUALIFICADO;PINHEIRINHO;16;MERCADO
9475;ROUBO;SANTO INACIO;16;PUBLICO
9478;ROUBO;PINHEIRINHO;14;COMERCIO
9487;FURTO SIMPLES;JARDIM BOTANICO;15;TRANSPORTE
9489;ROUBO;SAO FRANCISCO;16;PUBLICO
9495;ROUBO;JARDIM BOTANICO;9;PUBLICO
9500;ROUBO;PRADO VELHO;18;PUBLICO
9505;ROUBO;CENTRO;2;PUBLICO
9507;FURTO QUALIFICADO;CENTRO;18;SAUDE
9509;ROUBO;PINHEIRINHO;19;PUBLICO
9511;ROUBO;CENTRO;11;SAUDE
9513;FURTO SIMPLES;CENTRO;10;PUBLICO
9522;ROUBO;ALTO BOQUEIRAO;14;PUBLICO
9523;ROUBO;SAO BRAZ;21;PUBLICO
9524;FURTO QUALIFICADO;HAUER;13;PUBLICO
9526;FURTO SIMPLES;BUTIATUVINHA;10;PUBLICO
9527;ROUBO;BUTIATUVINHA;12;RESIDENCIA
9528;ROUBO;CAJURU;21;PUBLICO
9534;FURTO SIMPLES;CAJURU;15;RESIDENCIA
9535;FURTO QUALIFICADO;UBERABA;21;HOSPEDAGEM
9536;FURTO QUALIFICADO;CAJURU;17;COMERCIO
9541;FURTO QUALIFICADO;JARDIM BOTANICO;6;COMERCIO
9544;FURTO SIMPLES;ATUBA;16;PUBLICO
9545;ROUBO;AGUA VERDE;14;COMERCIO
9546;FURTO SIMPLES;TATUQUARA;6;COMERCIO
9547;FURTO SIMPLES;TATUQUARA;6;MERCADO
9549;FURTO SIMPLES;CENTRO;15;PUBLICO
9550;ROUBO;CENTRO;20;PUBLICO
9552;ROUBO;PORTAO;22;SAUDE
9553;FURTO SIMPLES;JARDIM BOTANICO;17;PUBLICO
9554;FURTO SIMPLES;JARDIM BOTANICO;17;TRANSPORTE
9555;ROUBO;NOVO MUNDO;8;PUBLICO
9557;FURTO SIMPLES;GUAIRA;6;RESIDENCIA
9558;FURTO QUALIFICADO;PILARZINHO;7;COMERCIO
9561;ROUBO;SAO FRANCISCO;9;PUBLICO
9570;FURTO QUALIFICADO;BOA VISTA;8;COMERCIO
9572;ROUBO;SITIO CERCADO;16;RESIDENCIA
9574;FURTO QUALIFICADO;CIDADE INDUSTRIAL;9;PUBLICO
9575;ROUBO;SITIO CERCADO;7;PUBLICO
9578;FURTO SIMPLES;JARDIM BOTANICO;17;TRANSPORTE
9581;FURTO SIMPLES;SITIO CERCADO;14;SAUDE
9585;FURTO SIMPLES;JARDIM BOTANICO;11;TRANSPORTE
9591;FURTO QUALIFICADO;PORTAO;12;COMERCIO
9596;ROUBO;XAXIM;12;COMERCIO
9597;ROUBO;BAIRRO ALTO;9;PUBLICO
9602;ROUBO;SITIO CERCADO;10;PUBLICO
9603;FURTO SIMPLES;CABRAL;9;SAUDE
9604;FURTO QUALIFICADO;GANCHINHO;11;RESIDENCIA
9605;ROUBO;BOA VISTA;12;PUBLICO
9606;FURTO QUALIFICADO;PINHEIRINHO;17;RESIDENCIA
9607;ROUBO;CIDADE INDUSTRIAL;16;PUBLICO
9613;ROUBO;BIGORRILHO;15;PUBLICO
9614;ROUBO;XAXIM;22;PUBLICO
9615;FURTO DE COISA COMUM;CENTRO;16;PUBLICO
9630;ROUBO;CIDADE INDUSTRIAL;19;RESIDENCIA
9632;ROUBO;UBERABA;11;PUBLICO
9634;ROUBO;CIDADE INDUSTRIAL;18;RESIDENCIA
9635;ROUBO;CIDADE INDUSTRIAL;18;SAUDE
9637;FURTO QUALIFICADO;GUABIROTUBA;15;RESIDENCIA
9640;ROUBO;AGUA VERDE;22;SAUDE
9644;ROUBO;LINDOIA;19;PUBLICO
9650;ROUBO;CAJURU;17;DERIVADO PETROLEO
9651;ROUBO;GUAIRA;21;PUBLICO
9652;FURTO QUALIFICADO;BOM RETIRO;18;PUBLICO
9654;FURTO QUALIFICADO;BOQUEIRAO;13;PUBLICO
9657;ROUBO;CAPAO DA IMBUIA;16;PUBLICO
9659;ROUBO;ALTO BOQUEIRAO;3;PUBLICO
9662;FURTO QUALIFICADO;ALTO BOQUEIRAO;21;RESIDENCIA
9669;FURTO QUALIFICADO;CIDADE INDUSTRIAL;9;PUBLICO
9673;FURTO QUALIFICADO;VILA IZABEL;15;COMERCIO
9674;ROUBO;SITIO CERCADO;1;PUBLICO
9677;ROUBO;FAZENDINHA;23;PUBLICO
9678;FURTO QUALIFICADO;SAO BRAZ;10;PRESTACAO DE SERVICOS
9679;FURTO QUALIFICADO;SAO BRAZ;10;SAUDE
9683;ROUBO;CENTRO;18;PUBLICO
9684;FURTO SIMPLES;CENTRO;12;PUBLICO
9686;FURTO QUALIFICADO;SITIO CERCADO;17;RESIDENCIA
9688;FURTO SIMPLES;JARDIM BOTANICO;13;PUBLICO
9689;FURTO SIMPLES;JARDIM BOTANICO;13;TRANSPORTE
9690;FURTO SIMPLES;GUABIROTUBA;16;PUBLICO
9693;FURTO QUALIFICADO;BACACHERI;10;RESIDENCIA
9699;FURTO SIMPLES;BOQUEIRAO;10;PUBLICO
9701;FURTO QUALIFICADO;REBOUCAS;8;COMERCIO
9702;FURTO SIMPLES;AGUA VERDE;20;PUBLICO
9709;FURTO SIMPLES;REBOUCAS;14;COMERCIO
9710;ROUBO;PINHEIRINHO;19;RESIDENCIA
9714;ROUBO;AGUA VERDE;20;PUBLICO
9717;FURTO DE COISA COMUM;TATUQUARA;2;RESIDENCIA
9726;ROUBO;CAMPO COMPRIDO;17;ALIMENTACAO / DIVERSAO
9727;ROUBO;CIDADE INDUSTRIAL;19;PUBLICO
9728;ROUBO;AGUA VERDE;16;SAUDE
9729;ROUBO;ALTO DA GLORIA;20;PUBLICO
9730;ROUBO;CIDADE INDUSTRIAL;8;DERIVADO PETROLEO
9731;ROUBO;SAO LOURENCO;13;SAUDE
9733;FURTO SIMPLES;BUTIATUVINHA;16;ALIMENTACAO / DIVERSAO
9741;FURTO SIMPLES;CIDADE INDUSTRIAL;17;COMERCIO
9742;FURTO SIMPLES;FAZENDINHA;8;MERCADO
9743;FURTO SIMPLES;FAZENDINHA;8;PUBLICO
9744;FURTO SIMPLES;FAZENDINHA;8;RESIDENCIA
9745;FURTO SIMPLES;CIDADE INDUSTRIAL;3;COMERCIO
9756;FURTO QUALIFICADO;CIDADE INDUSTRIAL;22;RESIDENCIA
9758;FURTO QUALIFICADO;CIDADE INDUSTRIAL;20;RESIDENCIA
9760;FURTO SIMPLES;BOQUEIRAO;11;RESIDENCIA
9774;ROUBO;GUAIRA;21;PUBLICO
9775;ROUBO;GUAIRA;21;RESIDENCIA
9781;ROUBO;UMBARA;1;MERCADO
9782;ROUBO;UMBARA;1;PUBLICO
9786;FURTO SIMPLES;UBERABA;18;RESIDENCIA
9787;ROUBO;ORLEANS;23;SAUDE
9788;ROUBO;REBOUCAS;14;SAUDE
9789;ROUBO;AGUA VERDE;14;COMERCIO
9791;ROUBO;CIDADE INDUSTRIAL;5;PUBLICO
9793;ROUBO;PAROLIN;0;PUBLICO
9797;FURTO QUALIFICADO;CIDADE INDUSTRIAL;2;COMERCIO
9798;ROUBO;AGUA VERDE;19;SAUDE
9799;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;INDUSTRIA
9800;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;PRESTACAO DE SERVICOS
9801;FURTO QUALIFICADO;SAO BRAZ;6;ASSOCIACAO
9803;FURTO QUALIFICADO;NOVO MUNDO;17;RESIDENCIA
9804;FURTO QUALIFICADO;MERCES;20;RESIDENCIA
9805;ROUBO;CAJURU;8;PUBLICO
9807;ROUBO;REBOUCAS;16;SAUDE
9808;ROUBO;REBOUCAS;17;PUBLICO
9810;FURTO SIMPLES;REBOUCAS;1;PUBLICO
9814;ROUBO;CAJURU;15;ALIMENTACAO / DIVERSAO
9815;ROUBO;REBOUCAS;19;COMERCIO
9817;FURTO SIMPLES;BACACHERI;9;SAUDE
9818;ROUBO;CENTRO;9;SAUDE
9820;FURTO QUALIFICADO;JUVEVE;22;PUBLICO
9821;ROUBO;ATUBA;4;TRANSPORTE
9822;ROUBO;BOA VISTA;20;SAUDE
9823;FURTO SIMPLES;TATUQUARA;5;RESIDENCIA
9824;ROUBO;GUABIROTUBA;0;PUBLICO
9828;FURTO QUALIFICADO;ABRANCHES;13;RESIDENCIA
9830;FURTO SIMPLES;JARDIM BOTANICO;10;TRANSPORTE
9831;FURTO QUALIFICADO;TATUQUARA;9;RESIDENCIA
9833;ROUBO;ALTO BOQUEIRAO;10;TRANSPORTE
9834;ROUBO;TATUQUARA;9;PUBLICO
9835;FURTO QUALIFICADO;JUVEVE;13;RESIDENCIA
9837;ROUBO;SITIO CERCADO;12;PUBLICO
9839;FURTO SIMPLES;CENTRO;20;PUBLICO
9842;FURTO QUALIFICADO;CIDADE INDUSTRIAL;8;RESIDENCIA
9843;FURTO QUALIFICADO;GANCHINHO;14;RESIDENCIA
9846;FURTO DE COISA COMUM;CENTRO;12;TRANSPORTE
9848;ROUBO;CENTRO;11;SAUDE
9851;ROUBO;CENTRO;15;PUBLICO
9852;ROUBO;BACACHERI;9;PUBLICO
9857;ROUBO;CENTRO;19;PUBLICO
9858;ROUBO;CENTRO;10;SAUDE
9859;ROUBO;SEMINARIO;19;SAUDE
9860;ROUBO;SITIO CERCADO;12;COMERCIO
9861;ROUBO;SITIO CERCADO;12;PUBLICO
9864;ROUBO;ALTO DA RUA XV;14;PUBLICO
9865;ROUBO;CAPAO RASO;23;PUBLICO
9866;ROUBO;CAPAO RASO;13;PUBLICO
9875;ROUBO;FANNY;13;PUBLICO
9877;ROUBO;CAPAO RASO;19;PUBLICO
9878;FURTO QUALIFICADO;LAMENHA PEQUENA;10;RESIDENCIA
9879;ROUBO;XAXIM;14;PUBLICO
9880;ROUBO;CAPAO RASO;13;PUBLICO
9882;ROUBO;SITIO CERCADO;15;PUBLICO
9883;ROUBO;PINHEIRINHO;23;PUBLICO
9884;ROUBO;CIDADE INDUSTRIAL;21;TRANSPORTE
9888;FURTO QUALIFICADO;ALTO DA GLORIA;0;PUBLICO
9891;ROUBO;PINHEIRINHO;17;PUBLICO
9895;ROUBO;BIGORRILHO;17;PUBLICO
9896;ROUBO;SANTA FELICIDADE;17;COMERCIO
9900;FURTO SIMPLES;JARDIM BOTANICO;19;TRANSPORTE
9908;ROUBO;ALTO BOQUEIRAO;10;TRANSPORTE
9911;ROUBO;ALTO BOQUEIRAO;8;PUBLICO
9915;FURTO QUALIFICADO;ALTO BOQUEIRAO;11;PUBLICO
9916;FURTO QUALIFICADO;ALTO BOQUEIRAO;11;RESIDENCIA
9927;ROUBO;CIDADE INDUSTRIAL;16;COMERCIO
9935;ROUBO;SITIO CERCADO;0;PUBLICO
9947;ROUBO;ALTO BOQUEIRAO;15;PUBLICO
9948;ROUBO;ALTO BOQUEIRAO;15;RESIDENCIA
9952;FURTO QUALIFICADO;UBERABA;23;RESIDENCIA
9966;ROUBO;CENTRO;6;PUBLICO
9970;ROUBO;CENTRO;16;PUBLICO
9975;FURTO QUALIFICADO;CENTRO;11;PUBLICO
9977;ROUBO;CENTRO;9;SAUDE
9982;FURTO SIMPLES;FAZENDINHA;5;PUBLICO
9992;FURTO SIMPLES;JARDIM BOTANICO;9;PUBLICO
9993;ROUBO;CENTRO;13;SAUDE
9995;FURTO SIMPLES;CENTRO;12;PUBLICO
9996;ROUBO;CENTRO;10;SAUDE
9997;ROUBO;CENTRO;11;SAUDE
9998;ROUBO;CENTRO;10;SAUDE
10000;ROUBO;CENTRO;18;COMERCIO
10003;ROUBO;CENTRO;19;SAUDE
10004;FURTO SIMPLES;JARDIM BOTANICO;0;PUBLICO
10006;FURTO QUALIFICADO;CENTRO;1;RESIDENCIA
10007;ROUBO;AGUA VERDE;13;SAUDE
10012;ROUBO;CENTRO;5;PUBLICO
10013;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;ATIVIDADE FINANCEIRA
10014;FURTO QUALIFICADO;AGUA VERDE;14;MERCADO
10015;ROUBO;CIDADE INDUSTRIAL;9;SAUDE
10016;ROUBO;CENTRO;0;PUBLICO
10018;FURTO QUALIFICADO;CENTRO;10;ALIMENTACAO / DIVERSAO
10020;ROUBO;CIDADE INDUSTRIAL;7;PUBLICO
10021;ROUBO;CENTRO;11;SAUDE
10023;ROUBO;CENTRO;19;PUBLICO
10030;ROUBO;CAPAO RASO;17;PUBLICO
10034;ROUBO;CIDADE INDUSTRIAL;15;PUBLICO
10042;FURTO QUALIFICADO;SITIO CERCADO;18;ALIMENTACAO / DIVERSAO
10043;FURTO QUALIFICADO;HAUER;11;MERCADO
10046;FURTO SIMPLES;CIDADE INDUSTRIAL;21;RESIDENCIA
10076;ROUBO;CIDADE INDUSTRIAL;6;PUBLICO
10078;FURTO QUALIFICADO;ABRANCHES;5;SAUDE
10088;ROUBO;CIDADE INDUSTRIAL;19;PUBLICO
10089;ROUBO;AHU;14;RESIDENCIA
10103;FURTO SIMPLES;FAZENDINHA;20;PUBLICO
10108;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
10124;ROUBO;BOQUEIRAO;11;PUBLICO
10125;ROUBO;BOQUEIRAO;11;RESIDENCIA
10135;ROUBO;CIDADE INDUSTRIAL;14;PUBLICO
10142;FURTO QUALIFICADO;SANTA FELICIDADE;15;RESIDENCIA
10144;FURTO SIMPLES;JARDIM BOTANICO;23;TRANSPORTE
10147;FURTO QUALIFICADO;BOM RETIRO;3;OUTROS
10151;FURTO QUALIFICADO;CIDADE INDUSTRIAL;19;PUBLICO
10152;ROUBO;ATUBA;23;PUBLICO
10153;ROUBO;BAIRRO ALTO;8;RESIDENCIA
10156;ROUBO;CRISTO REI;12;MERCADO
10159;ROUBO;CABRAL;20;SAUDE
10160;FURTO QUALIFICADO;BAIRRO ALTO;10;RESIDENCIA
10161;ROUBO;UBERABA;16;RESIDENCIA
10162;ROUBO;CACHOEIRA;23;PUBLICO
10166;ROUBO;PORTAO;9;SAUDE
10168;ROUBO;NOVO MUNDO;9;DERIVADO PETROLEO
10169;ROUBO;CENTRO;23;PRESTACAO DE SERVICOS
10173;FURTO QUALIFICADO;PORTAO;22;PUBLICO
10174;FURTO SIMPLES;REBOUCAS;9;PUBLICO
10176;ROUBO;ALTO DA GLORIA;11;PUBLICO
10177;FURTO SIMPLES;TATUQUARA;6;COMERCIO
10178;ROUBO;CENTRO;10;SAUDE
10180;FURTO DE COISA COMUM;BOM RETIRO;2;SAUDE
10183;ROUBO;PORTAO;18;COMERCIO
10184;FURTO SIMPLES;JARDIM BOTANICO;11;TRANSPORTE
10185;FURTO QUALIFICADO;BARREIRINHA;10;PUBLICO
10186;FURTO QUALIFICADO;BARREIRINHA;10;RESIDENCIA
10187;FURTO QUALIFICADO;PORTAO;21;RESIDENCIA
10188;FURTO SIMPLES;CAPAO DA IMBUIA;19;PUBLICO
10189;FURTO SIMPLES;CAPAO DA IMBUIA;19;TRANSPORTE
10191;ROUBO;CENTRO;9;PUBLICO
10199;FURTO SIMPLES;CENTRO;13;TRANSPORTE
10200;ROUBO;UMBARA;22;RESIDENCIA
10201;ROUBO;CENTRO;1;PUBLICO
10206;FURTO QUALIFICADO;TATUQUARA;3;COMERCIO
10209;FURTO SIMPLES;CENTRO;12;PUBLICO
10212;ROUBO;CENTRO;12;SAUDE
10216;FURTO QUALIFICADO;JUVEVE;10;COMERCIO
10217;FURTO QUALIFICADO;SANTO INACIO;15;PUBLICO
10218;FURTO QUALIFICADO;SANTO INACIO;15;RESIDENCIA
10219;ROUBO;CENTRO;1;PUBLICO
10225;FURTO QUALIFICADO;BOA VISTA;8;RESIDENCIA
10226;ROUBO;CENTRO;20;COMERCIO
10227;FURTO SIMPLES;JARDIM BOTANICO;16;TRANSPORTE
10228;ROUBO;CENTRO;14;PUBLICO
10229;ROUBO;CIDADE INDUSTRIAL;14;MERCADO
10234;FURTO QUALIFICADO;SANTA QUITERIA;14;COMERCIO
10235;ROUBO;CABRAL;21;SAUDE
10236;ROUBO;CIDADE INDUSTRIAL;17;RESIDENCIA
10237;FURTO QUALIFICADO;JARDIM DAS AMERICAS;12;DERIVADO PETROLEO
10242;ROUBO;CACHOEIRA;19;SAUDE
10243;FURTO SIMPLES;JARDIM BOTANICO;1;TRANSPORTE
10247;ROUBO;CENTRO;11;PUBLICO
10249;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
10250;FURTO SIMPLES;CIDADE INDUSTRIAL;9;RELIGIOSOS
10251;ROUBO;PRADO VELHO;17;PUBLICO
10252;ROUBO;UBERABA;18;PUBLICO
10257;ROUBO;PINHEIRINHO;18;PUBLICO
10258;ROUBO;PAROLIN;19;PUBLICO
10259;FURTO SIMPLES;XAXIM;22;SAUDE
10260;ROUBO;CIDADE INDUSTRIAL;16;TRANSPORTE
10261;ROUBO;JARDIM BOTANICO;22;PUBLICO
10267;FURTO SIMPLES;CIDADE INDUSTRIAL;19;SAUDE
10269;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
10270;ROUBO;BOA VISTA;1;PUBLICO
10273;FURTO QUALIFICADO;UBERABA;9;RESIDENCIA
10274;ROUBO;JARDIM BOTANICO;4;PUBLICO
10275;FURTO QUALIFICADO;CAJURU;2;RESIDENCIA
10279;ROUBO;JARDIM BOTANICO;13;PUBLICO
10280;ROUBO;JARDIM DAS AMERICAS;2;RESIDENCIA
10282;ROUBO;SANTA QUITERIA;12;SAUDE
10283;FURTO QUALIFICADO;JARDIM DAS AMERICAS;9;ALIMENTACAO / DIVERSAO
10284;ROUBO;PINHEIRINHO;14;ORGAO PUBLICO
10286;ROUBO;CAJURU;18;SAUDE
10287;ROUBO;UBERABA;8;PUBLICO
10288;ROUBO;JARDIM BOTANICO;14;TRANSPORTE
10289;FURTO QUALIFICADO;CAPAO RASO;13;RESIDENCIA
10290;ROUBO;JARDIM DAS AMERICAS;19;MERCADO
10292;ROUBO;PINHEIRINHO;7;PUBLICO
10294;FURTO QUALIFICADO;GUAIRA;1;DERIVADO PETROLEO
10298;ROUBO;HAUER;2;RESIDENCIA
10299;ROUBO;UBERABA;11;DERIVADO PETROLEO
10300;FURTO QUALIFICADO;NOVO MUNDO;12;MERCADO
10302;ROUBO;CAPAO DA IMBUIA;17;PUBLICO
10304;FURTO QUALIFICADO;HAUER;22;RESIDENCIA
10306;FURTO SIMPLES;NOVO MUNDO;16;SAUDE
10307;FURTO SIMPLES;BATEL;3;ALIMENTACAO / DIVERSAO
10308;ROUBO;GUAIRA;22;PUBLICO
10309;ROUBO;BARREIRINHA;20;SAUDE
10310;ROUBO;CAMPO COMPRIDO;9;PUBLICO
10311;FURTO QUALIFICADO;MERCES;11;ALIMENTACAO / DIVERSAO
10314;FURTO QUALIFICADO;SAO FRANCISCO;23;PUBLICO
10315;ROUBO;SEMINARIO;14;PUBLICO
10316;ROUBO;SITIO CERCADO;9;SAUDE
