id;crime;bairro;hora;local
4036;FURTO QUALIFICADO;AGUA VERDE;15;RESIDENCIA
4037;ROUBO;SITIO CERCADO;0;ASSOCIACAO
4038;ROUBO;CAPAO RASO;22;PUBLICO
4039;FURTO QUALIFICADO;FAZENDINHA;16;RESIDENCIA
4040;ROUBO;PINHEIRINHO;22;PUBLICO
4041;ROUBO;CAPAO RASO;19;OUTROS
4042;ROUBO;BAIRRO ALTO;20;PUBLICO
4045;ROUBO;BAIRRO ALTO;18;DERIVADO PETROLEO
4049;ROUBO;PAROLIN;15;PUBLICO
4054;FURTO QUALIFICADO;BOA VISTA;0;RESIDENCIA
4059;ROUBO;CIDADE INDUSTRIAL;17;PUBLICO
4062;FURTO QUALIFICADO;PRADO VELHO;3;RESIDENCIA
4064;FURTO QUALIFICADO;BAIRRO ALTO;15;RESIDENCIA
4076;FURTO SIMPLES;HAUER;20;COMERCIO
4078;FURTO SIMPLES;HAUER;21;SAUDE
4083;ROUBO;PRADO VELHO;0;PUBLICO
4092;ROUBO;CIDADE INDUSTRIAL;17;RESIDENCIA
4094;ROUBO;JARDIM DAS AMERICAS;14;PUBLICO
4095;ROUBO;JARDIM DAS AMERICAS;7;ALIMENTACAO / DIVERSAO
4096;FURTO SIMPLES;ALTO BOQUEIRAO;12;PUBLICO
4097;ROUBO;NOVO MUNDO;20;PUBLICO
4098;FURTO SIMPLES;CAJURU;7;DERIVADO PETROLEO
4099;ROUBO;BOQUEIRAO;8;PUBLICO
4100;ROUBO;CENTRO;10;SAUDE
4101;ROUBO;FANNY;12;PUBLICO
4103;ROUBO;BACACHERI;23;PUBLICO
4104;ROUBO;CENTRO;10;SAUDE
4107;ROUBO;CAJURU;8;PUBLICO
4108;FURTO QUALIFICADO;MERCES;18;RESIDENCIA
4110;ROUBO;CAJURU;17;OUTROS
4111;ROUBO;ATUBA;16;RESIDENCIA
4113;FURTO QUALIFICADO;BOQUEIRAO;12;PUBLICO
4114;ROUBO;BIGORRILHO;21;SAUDE
4115;ROUBO;CENTRO;10;SAUDE
4116;FURTO QUALIFICADO;BOQUEIRAO;9;COMERCIO
4117;ROUBO;CENTRO;10;SAUDE
4118;FURTO SIMPLES;BOQUEIRAO;11;COMERCIO
4119;FURTO SIMPLES;ALTO BOQUEIRAO;11;PUBLICO
4120;FURTO SIMPLES;ALTO BOQUEIRAO;11;RESIDENCIA
4121;FURTO QUALIFICADO;BAIRRO ALTO;0;RESIDENCIA
4122;ROUBO;BAIRRO ALTO;11;SAUDE
4123;ROUBO;TARUMA;20;SAUDE
4125;ROUBO;CENTRO;8;SAUDE
4126;ROUBO;HAUER;17;PUBLICO
4127;FURTO QUALIFICADO;CAJURU;10;COMERCIO
4131;FURTO QUALIFICADO;HAUER;11;PUBLICO
4132;ROUBO;CENTRO;3;PUBLICO
4134;ROUBO;HAUER;14;SAUDE
4138;FURTO QUALIFICADO;CENTRO;4;ASSOCIACAO
4142;ROUBO;ORLEANS;0;PUBLICO
4144;ROUBO;SITIO CERCADO;20;PUBLICO
4145;ROUBO;SANTA QUITERIA;10;DERIVADO PETROLEO
4146;ROUBO;SANTA QUITERIA;10;PUBLICO
4147;ROUBO;SITIO CERCADO;14;PUBLICO
4150;ROUBO;UBERABA;22;MERCADO
4154;ROUBO;BARREIRINHA;21;COMERCIO
4158;ROUBO;SITIO CERCADO;20;PUBLICO
4160;FURTO SIMPLES;AHU;23;RELIGIOSOS
4161;ROUBO;MERCES;21;UNIDADES DE CONSERVACAO
4169;ROUBO;CRISTO REI;8;SAUDE
4171;ROUBO;CAPAO DA IMBUIA;10;MERCADO
4175;FURTO SIMPLES;TINGUI;8;RESIDENCIA
4178;FURTO QUALIFICADO;ALTO DA RUA XV;23;PUBLICO
4179;FURTO SIMPLES;SITIO CERCADO;12;COMERCIO
4180;FURTO SIMPLES;SITIO CERCADO;12;MERCADO
4181;FURTO SIMPLES;SITIO CERCADO;12;PUBLICO
4182;FURTO SIMPLES;SITIO CERCADO;12;SAUDE
4183;FURTO SIMPLES;JARDIM BOTANICO;14;MERCADO
4185;FURTO QUALIFICADO;CAMPO COMPRIDO;8;PRESTACAO DE SERVICOS
4195;FURTO QUALIFICADO;SAO BRAZ;2;RESIDENCIA
4196;ROUBO;CENTRO;15;SAUDE
4201;ROUBO;CENTRO;15;PUBLICO
4209;FURTO SIMPLES;SITIO CERCADO;12;COMERCIO
4210;FURTO SIMPLES;SITIO CERCADO;12;MERCADO
4211;FURTO SIMPLES;SITIO CERCADO;12;PUBLICO
4212;FURTO SIMPLES;SITIO CERCADO;12;SAUDE
4213;ROUBO;CIDADE INDUSTRIAL;7;COMERCIO
4214;ROUBO;CIDADE INDUSTRIAL;7;PUBLICO
4217;ROUBO;CAJURU;7;PUBLICO
4221;ROUBO;CIDADE INDUSTRIAL;8;PUBLICO
4229;ROUBO;JARDIM BOTANICO;21;TRANSPORTE
4243;FURTO SIMPLES;UBERABA;0;PUBLICO
4246;ROUBO;UBERABA;12;PUBLICO
4260;ROUBO;CABRAL;21;PUBLICO
4262;FURTO SIMPLES;XAXIM;4;RESIDENCIA
4263;ROUBO;UBERABA;22;PUBLICO
4265;ROUBO;ATUBA;15;PUBLICO
4267;ROUBO;FANNY;17;PUBLICO
4268;ROUBO;CENTRO;15;SAUDE
4269;FURTO QUALIFICADO;LINDOIA;11;RESIDENCIA
4270;ROUBO;CENTRO;13;SAUDE
4271;FURTO QUALIFICADO;CAPAO RASO;21;RESIDENCIA
4272;FURTO SIMPLES;PORTAO;20;PUBLICO
4274;FURTO QUALIFICADO;ALTO DA RUA XV;14;RESIDENCIA
4275;ROUBO;CENTRO;17;PUBLICO
4276;ROUBO;GUAIRA;11;PUBLICO
4277;ROUBO;BAIRRO ALTO;18;PUBLICO
4278;FURTO DE COISA COMUM;TATUQUARA;7;VEICULO
4279;ROUBO;UBERABA;18;COMERCIO
4280;ROUBO;BAIRRO ALTO;22;PUBLICO
4281;ROUBO;CENTRO;20;PUBLICO
4282;FURTO QUALIFICADO;BAIRRO ALTO;8;PUBLICO
4283;ROUBO;CENTRO;19;ALIMENTACAO / DIVERSAO
4288;ROUBO;AHU;13;PUBLICO
4291;ROUBO;CIDADE INDUSTRIAL;9;RESIDENCIA
4292;FURTO SIMPLES;BOA VISTA;1;RESIDENCIA
4294;FURTO SIMPLES;BARREIRINHA;4;RESIDENCIA
4295;FURTO QUALIFICADO;TATUQUARA;7;MERCADO
4298;ROUBO;TATUQUARA;6;PUBLICO
4299;FURTO QUALIFICADO;SITIO CERCADO;20;RESIDENCIA
4300;ROUBO;TATUQUARA;21;PUBLICO
4301;ROUBO;CAJURU;9;PUBLICO
4302;ROUBO;BOA VISTA;21;PUBLICO
4304;ROUBO;CAMPO DE SANTANA;18;SAUDE
4307;FURTO QUALIFICADO;SAO LOURENCO;6;ALIMENTACAO / DIVERSAO
4308;ROUBO;JUVEVE;19;SAUDE
4310;ROUBO;TARUMA;22;PUBLICO
4315;FURTO QUALIFICADO;JARDIM SOCIAL;12;RESIDENCIA
4316;ROUBO;XAXIM;7;PUBLICO
4317;FURTO QUALIFICADO;CAJURU;20;RESIDENCIA
4320;ROUBO;CIDADE INDUSTRIAL;20;ALIMENTACAO / DIVERSAO
4322;ROUBO;PINHEIRINHO;19;OUTROS
4323;ROUBO;CIDADE INDUSTRIAL;10;PUBLICO
4325;FURTO QUALIFICADO;PORTAO;14;PUBLICO
4326;FURTO QUALIFICADO;PORTAO;14;RESIDENCIA
4330;ROUBO;PINHEIRINHO;15;PUBLICO
4332;ROUBO;CIDADE INDUSTRIAL;11;TRANSPORTE
4333;FURTO SIMPLES;SAO BRAZ;14;SAUDE
4341;ROUBO;CAMPO DE SANTANA;15;PUBLICO
4346;FURTO SIMPLES;CIDADE INDUSTRIAL;17;TRANSPORTE
4365;ROUBO;ATUBA;18;PUBLICO
4371;FURTO QUALIFICADO;AGUA VERDE;20;PUBLICO
4372;FURTO QUALIFICADO;AGUA VERDE;20;RESIDENCIA
4384;ROUBO;CABRAL;0;PUBLICO
4389;FURTO SIMPLES;UBERABA;22;RESIDENCIA
4397;ROUBO;CAMPINA DO SIQUEIRA;4;PUBLICO
4403;ROUBO;BARREIRINHA;22;SAUDE
4413;ROUBO;CENTRO;15;PUBLICO
4414;ROUBO;CENTRO;15;SAUDE
4429;ROUBO;TATUQUARA;14;PUBLICO
4437;FURTO SIMPLES;CAPAO RASO;15;COMERCIO
4438;FURTO SIMPLES;CAPAO RASO;15;MERCADO
4439;ROUBO;UBERABA;16;PUBLICO
4442;ROUBO;CAJURU;13;PUBLICO
4443;FURTO SIMPLES;PORTAO;18;MERCADO
4444;FURTO QUALIFICADO;SAO BRAZ;17;MERCADO
4448;ROUBO;CAMPO COMPRIDO;18;PUBLICO
4455;FURTO QUALIFICADO;PORTAO;21;PUBLICO
4478;FURTO QUALIFICADO;CENTRO;1;COMERCIO
4479;FURTO QUALIFICADO;CENTRO;1;PUBLICO
4488;FURTO QUALIFICADO;CENTRO;5;TRANSPORTE
4490;FURTO DE COISA COMUM;JARDIM BOTANICO;6;TRANSPORTE
4498;ROUBO;CIDADE INDUSTRIAL;18;COMERCIO
4499;ROUBO;CIDADE INDUSTRIAL;18;PUBLICO
4527;FURTO QUALIFICADO;UBERABA;19;RESIDENCIA
4536;ROUBO;ALTO DA RUA XV;22;ASSOCIACAO
4545;ROUBO;CENTRO;4;COMERCIO
4548;ROUBO;CENTRO;5;COMERCIO
4549;FURTO QUALIFICADO;CIDADE INDUSTRIAL;4;ASSOCIACAO
4550;ROUBO;JARDIM DAS AMERICAS;23;TRANSPORTE
4554;ROUBO;CENTRO;10;SAUDE
4556;ROUBO;BARREIRINHA;18;PUBLICO
4558;ROUBO;SANTA CANDIDA;19;SAUDE
4559;ROUBO;BOA VISTA;0;PUBLICO
4560;ROUBO;BOA VISTA;0;RESIDENCIA
4561;FURTO QUALIFICADO;CENTRO;10;PUBLICO
4562;FURTO QUALIFICADO;CENTRO;10;VEICULO
4563;ROUBO;ALTO DA RUA XV;23;PUBLICO
4564;ROUBO;UBERABA;20;PUBLICO
4565;FURTO QUALIFICADO;BAIRRO ALTO;20;RESIDENCIA
4567;ROUBO;XAXIM;6;PUBLICO
4572;ROUBO;ALTO DA RUA XV;20;OUTROS
4573;ROUBO;ALTO DA RUA XV;20;PUBLICO
4575;FURTO QUALIFICADO;AHU;20;PUBLICO
4577;FURTO QUALIFICADO;CENTRO;18;PUBLICO
4578;ROUBO;SAO FRANCISCO;23;PUBLICO
4580;ROUBO;GUAIRA;11;PUBLICO
4581;FURTO QUALIFICADO;SITIO CERCADO;22;RESIDENCIA
4582;ROUBO;BIGORRILHO;10;PUBLICO
4583;ROUBO;NOVO MUNDO;23;SAUDE
4584;FURTO QUALIFICADO;PILARZINHO;16;RESIDENCIA
4585;ROUBO;CAJURU;3;PUBLICO
4588;ROUBO;BOA VISTA;21;PUBLICO
4589;FURTO QUALIFICADO;PORTAO;21;PUBLICO
4590;ROUBO;CAPAO RASO;9;COMERCIO
4591;ROUBO;CAMPO DE SANTANA;21;PUBLICO
4592;ROUBO;SITIO CERCADO;0;PUBLICO
4593;FURTO QUALIFICADO;ALTO DA GLORIA;5;RELIGIOSOS
4594;FURTO QUALIFICADO;BAIRRO ALTO;17;MERCADO
4595;ROUBO;SITIO CERCADO;22;PUBLICO
4597;FURTO QUALIFICADO;FAZENDINHA;2;PRESTACAO DE SERVICOS
4602;ROUBO;NOVO MUNDO;22;PUBLICO
4603;FURTO SIMPLES;PINHEIRINHO;18;RESIDENCIA
4604;FURTO QUALIFICADO;REBOUCAS;7;COMERCIO
4605;FURTO QUALIFICADO;SITIO CERCADO;21;RESIDENCIA
4607;FURTO QUALIFICADO;SITIO CERCADO;22;RESIDENCIA
4610;ROUBO;SEMINARIO;7;PUBLICO
4612;FURTO QUALIFICADO;SITIO CERCADO;20;RESIDENCIA
4616;ROUBO;NOVO MUNDO;5;PUBLICO
4620;FURTO QUALIFICADO;SITIO CERCADO;14;RESIDENCIA
4621;ROUBO;SITIO CERCADO;16;PUBLICO
4622;ROUBO;CAJURU;11;DERIVADO PETROLEO
4623;FURTO QUALIFICADO;SITIO CERCADO;9;RESIDENCIA
4628;FURTO SIMPLES;PINHEIRINHO;12;PUBLICO
4629;FURTO SIMPLES;PINHEIRINHO;12;TRANSPORTE
4630;ROUBO;CAJURU;7;PUBLICO
4632;ROUBO;CAPAO RASO;23;SAUDE
4633;FURTO SIMPLES;MOSSUNGUE;12;MERCADO
4636;ROUBO;JARDIM BOTANICO;13;PUBLICO
4637;FURTO SIMPLES;CRISTO REI;11;PUBLICO
4639;FURTO QUALIFICADO;CAMPO DE SANTANA;20;RESIDENCIA
4640;FURTO SIMPLES;FAZENDINHA;14;RESIDENCIA
4643;FURTO QUALIFICADO;SAO LOURENCO;17;PUBLICO
4644;ROUBO;CAPAO RASO;14;PUBLICO
4645;FURTO SIMPLES;BAIRRO ALTO;11;RESIDENCIA
4646;FURTO SIMPLES;SITIO CERCADO;20;MERCADO
4652;ROUBO;PINHEIRINHO;6;PUBLICO
4654;ROUBO;BAIRRO ALTO;6;PUBLICO
4655;ROUBO;CABRAL;18;SAUDE
4656;ROUBO;CENTRO;15;PUBLICO
4657;ROUBO;XAXIM;6;PUBLICO
4665;FURTO QUALIFICADO;JUVEVE;5;COMERCIO
4666;FURTO QUALIFICADO;CAMPINA DO SIQUEIRA;11;PRESTACAO DE SERVICOS
4667;FURTO SIMPLES;JARDIM BOTANICO;16;TRANSPORTE
4671;ROUBO;XAXIM;21;PUBLICO
4672;FURTO SIMPLES;CIDADE INDUSTRIAL;14;TRANSPORTE
4680;FURTO QUALIFICADO;BATEL;17;PUBLICO
4686;FURTO QUALIFICADO;SAO BRAZ;20;PUBLICO
4690;FURTO QUALIFICADO;SAO BRAZ;21;PUBLICO
4697;ROUBO;UBERABA;23;PUBLICO
4698;ROUBO;CAJURU;10;PUBLICO
4702;ROUBO;UBERABA;14;PUBLICO
4706;ROUBO;AHU;0;PUBLICO
4710;FURTO QUALIFICADO;NOVO MUNDO;19;ALIMENTACAO / DIVERSAO
4711;ROUBO;NOVO MUNDO;21;PUBLICO
4716;FURTO QUALIFICADO;BOA VISTA;6;RESIDENCIA
4718;FURTO QUALIFICADO;CRISTO REI;7;RESIDENCIA
4719;ROUBO;SAO BRAZ;22;PUBLICO
4720;FURTO QUALIFICADO;TATUQUARA;20;RESIDENCIA
4721;ROUBO;CAPAO RASO;10;SAUDE
4722;FURTO QUALIFICADO;PILARZINHO;22;RESIDENCIA
4724;ROUBO;BIGORRILHO;20;SAUDE
4727;FURTO QUALIFICADO;CAMPO DE SANTANA;21;PUBLICO
4728;FURTO QUALIFICADO;CAMPO DE SANTANA;21;RESIDENCIA
4729;ROUBO;CIDADE INDUSTRIAL;9;PUBLICO
4730;ROUBO;PILARZINHO;19;SAUDE
4732;FURTO QUALIFICADO;TATUQUARA;18;RESIDENCIA
4735;ROUBO;JUVEVE;20;SAUDE
4736;ROUBO;CAPAO RASO;22;PUBLICO
4737;ROUBO;AHU;20;SAUDE
4738;ROUBO;SITIO CERCADO;15;MERCADO
4740;ROUBO;UBERABA;5;PUBLICO
4741;ROUBO;BATEL;21;PUBLICO
4742;FURTO SIMPLES;SITIO CERCADO;13;PUBLICO
4743;ROUBO;XAXIM;15;PUBLICO
4744;ROUBO;ABRANCHES;18;COMERCIO
4745;ROUBO;SITIO CERCADO;4;PUBLICO
4746;ROUBO;CABRAL;19;PUBLICO
4748;ROUBO;UBERABA;8;PUBLICO
4750;FURTO QUALIFICADO;ALTO DA GLORIA;9;ATIVIDADE FINANCEIRA
4755;FURTO QUALIFICADO;CAMPO DE SANTANA;2;RESIDENCIA
4756;ROUBO;CAPAO RASO;14;PUBLICO
4761;FURTO SIMPLES;REBOUCAS;18;COMERCIO
4762;ROUBO;AGUA VERDE;9;SAUDE
4763;FURTO QUALIFICADO;SITIO CERCADO;5;PUBLICO
4764;ROUBO;TATUQUARA;10;PUBLICO
4766;FURTO QUALIFICADO;AGUA VERDE;6;PUBLICO
4767;FURTO QUALIFICADO;SANTA CANDIDA;5;RESIDENCIA
4768;ROUBO;UBERABA;6;PUBLICO
4772;ROUBO;UBERABA;10;COMERCIO
4776;FURTO QUALIFICADO;BOQUEIRAO;14;DERIVADO PETROLEO
4777;FURTO QUALIFICADO;BOQUEIRAO;14;RESIDENCIA
4783;FURTO SIMPLES;UBERABA;22;RESIDENCIA
4784;ROUBO;SEMINARIO;3;PUBLICO
4791;ROUBO;BOQUEIRAO;15;COMERCIO
4796;FURTO QUALIFICADO;BOQUEIRAO;21;RESIDENCIA
4800;FURTO QUALIFICADO;CAJURU;8;RESIDENCIA
4802;FURTO SIMPLES;JARDIM BOTANICO;14;TRANSPORTE
4810;FURTO QUALIFICADO;FAZENDINHA;8;COMERCIO
4811;FURTO SIMPLES;BOQUEIRAO;7;PUBLICO
4812;FURTO QUALIFICADO;HAUER;21;PUBLICO
4813;ROUBO;BOQUEIRAO;11;SAUDE
4816;FURTO QUALIFICADO;HAUER;13;PUBLICO
4820;FURTO SIMPLES;PORTAO;16;COMERCIO
4824;FURTO SIMPLES;CAMPO COMPRIDO;17;PUBLICO
4827;FURTO SIMPLES;CENTRO;15;PUBLICO
4828;ROUBO;JARDIM BOTANICO;19;TRANSPORTE
4832;FURTO QUALIFICADO;CENTRO;20;PUBLICO
4833;ROUBO;PINHEIRINHO;20;PUBLICO
4836;ROUBO;CIDADE INDUSTRIAL;20;PUBLICO
4850;FURTO DE COISA COMUM;SEMINARIO;23;PUBLICO
4851;ROUBO;NOVO MUNDO;23;PUBLICO
4853;ROUBO;SITIO CERCADO;20;PUBLICO
4856;FURTO QUALIFICADO;SITIO CERCADO;13;RESIDENCIA
4858;ROUBO;SITIO CERCADO;11;COMERCIO
4865;ROUBO;JARDIM DAS AMERICAS;6;PUBLICO
4866;ROUBO;SITIO CERCADO;22;SAUDE
4867;ROUBO;SITIO CERCADO;17;COMERCIO
4868;ROUBO;SITIO CERCADO;10;PUBLICO
4869;ROUBO;SITIO CERCADO;7;PUBLICO
4870;FURTO QUALIFICADO;SITIO CERCADO;19;RESIDENCIA
4871;ROUBO;PORTAO;21;PUBLICO
4873;ROUBO;ALTO DA RUA XV;8;PUBLICO
4874;FURTO SIMPLES;ALTO BOQUEIRAO;10;PUBLICO
4875;FURTO QUALIFICADO;CAPAO RASO;8;COMERCIO
4876;FURTO QUALIFICADO;BACACHERI;13;RESIDENCIA
4877;ROUBO;PINHEIRINHO;14;PUBLICO
4878;FURTO QUALIFICADO;FANNY;16;RESIDENCIA
4879;ROUBO;BOM RETIRO;16;RESIDENCIA
4880;FURTO SIMPLES;JARDIM BOTANICO;6;TRANSPORTE
4881;ROUBO;PINHEIRINHO;7;RESIDENCIA
4882;FURTO SIMPLES;ALTO DA RUA XV;17;SAUDE
4883;FURTO QUALIFICADO;BOM RETIRO;7;PRESTACAO DE SERVICOS
4890;ROUBO;PAROLIN;22;DERIVADO PETROLEO
4891;ROUBO;HUGO LANGE;9;PUBLICO
4893;ROUBO;CENTRO;11;SAUDE
4896;ROUBO;PINHEIRINHO;21;RESIDENCIA
4897;FURTO SIMPLES;CENTRO;12;ENSINO
4900;ROUBO;SANTA FELICIDADE;9;PUBLICO
4902;ROUBO;CENTRO;13;SAUDE
4903;ROUBO;BATEL;21;PUBLICO
4907;ROUBO;CENTRO;10;SAUDE
4908;ROUBO;CENTRO;22;PUBLICO
4912;ROUBO;UBERABA;2;PUBLICO
4920;FURTO QUALIFICADO;CENTRO;11;HOSPEDAGEM
4921;FURTO QUALIFICADO;CENTRO;11;PUBLICO
4925;ROUBO;CIDADE INDUSTRIAL;16;PUBLICO
4929;FURTO SIMPLES;CAJURU;18;RESIDENCIA
4932;ROUBO;PINHEIRINHO;21;PUBLICO
4937;FURTO QUALIFICADO;VILA IZABEL;13;RESIDENCIA
4945;FURTO SIMPLES;BAIRRO ALTO;15;MERCADO
4946;FURTO QUALIFICADO;CIDADE INDUSTRIAL;5;RELIGIOSOS
4947;FURTO QUALIFICADO;CIDADE INDUSTRIAL;6;ALIMENTACAO / DIVERSAO
4952;ROUBO;CIDADE INDUSTRIAL;10;COMERCIO
4956;ROUBO;CIDADE INDUSTRIAL;12;COMERCIO
4970;ROUBO;CAPAO DA IMBUIA;21;PUBLICO
4984;ROUBO;CIDADE INDUSTRIAL;19;SAUDE
4997;ROUBO;CIDADE INDUSTRIAL;18;PUBLICO
5002;ROUBO;CAPAO DA IMBUIA;21;PUBLICO
5007;ROUBO;BACACHERI;16;COMERCIO
5008;ROUBO;JARDIM DAS AMERICAS;17;PUBLICO
5009;ROUBO;NOVO MUNDO;20;SAUDE
5010;FURTO SIMPLES;PINHEIRINHO;2;PUBLICO
5011;FURTO QUALIFICADO;NOVO MUNDO;15;RESIDENCIA
5015;FURTO QUALIFICADO;GUAIRA;12;RESIDENCIA
5016;ROUBO;GUAIRA;9;RESIDENCIA
5018;ROUBO;CAPAO RASO;21;PUBLICO
5019;ROUBO;CENTRO;21;PUBLICO
5020;ROUBO;CAPAO DA IMBUIA;18;PUBLICO
5021;FURTO SIMPLES;SANTA CANDIDA;23;DERIVADO PETROLEO
5022;ROUBO;CENTRO;13;COMERCIO
5024;FURTO QUALIFICADO;PRADO VELHO;0;PUBLICO
5025;ROUBO;CAJURU;23;PUBLICO
5026;ROUBO;CENTRO;9;ALIMENTACAO / DIVERSAO
5027;FURTO QUALIFICADO;SANTA QUITERIA;12;PUBLICO
5028;ROUBO;PRADO VELHO;23;PUBLICO
5029;ROUBO;TARUMA;16;PUBLICO
5030;ROUBO;CENTRO;16;PUBLICO
5031;FURTO QUALIFICADO;UBERABA;16;RESIDENCIA
5033;FURTO QUALIFICADO;CAPAO RASO;20;PUBLICO
5034;ROUBO;CENTRO;18;COMERCIO
5035;ROUBO;XAXIM;16;COMERCIO
5037;FURTO QUALIFICADO;SITIO CERCADO;12;RESIDENCIA
5038;ROUBO;CAPAO RASO;23;PUBLICO
5040;FURTO QUALIFICADO;BOA VISTA;14;RESIDENCIA
5041;FURTO SIMPLES;CENTRO;3;RESIDENCIA
5043;FURTO SIMPLES;GUABIROTUBA;10;RESIDENCIA
5049;ROUBO;SITIO CERCADO;12;OUTROS
5051;ROUBO;SITIO CERCADO;8;PUBLICO
5055;ROUBO;AHU;23;MERCADO
5056;ROUBO;AHU;23;PUBLICO
5058;FURTO QUALIFICADO;TATUQUARA;16;RESIDENCIA
5066;FURTO QUALIFICADO;SITIO CERCADO;15;RESIDENCIA
5067;ROUBO;SITIO CERCADO;13;SAUDE
5068;ROUBO;JARDIM DAS AMERICAS;23;PUBLICO
5069;ROUBO;SITIO CERCADO;15;COMERCIO
5076;FURTO QUALIFICADO;BIGORRILHO;20;PUBLICO
5077;ROUBO;BOQUEIRAO;12;RESIDENCIA
5081;ROUBO;PINHEIRINHO;12;PUBLICO
5082;FURTO SIMPLES;CRISTO REI;4;RESIDENCIA
5083;ROUBO;SANTA CANDIDA;21;PUBLICO
5085;FURTO SIMPLES;XAXIM;11;RESIDENCIA
5090;FURTO QUALIFICADO;TABOAO;3;INDUSTRIA
5092;FURTO SIMPLES;CENTRO;15;COMERCIO
5094;ROUBO;BOA VISTA;18;PUBLICO
5098;FURTO SIMPLES;JARDIM BOTANICO;16;TRANSPORTE
5100;FURTO QUALIFICADO;CENTRO;16;COMERCIO
5101;ROUBO;SANTA CANDIDA;16;PUBLICO
5105;FURTO SIMPLES;JARDIM BOTANICO;18;TRANSPORTE
5109;FURTO QUALIFICADO;MERCES;16;COMERCIO
5110;FURTO QUALIFICADO;MERCES;16;PUBLICO
5112;FURTO QUALIFICADO;SANTA CANDIDA;18;RESIDENCIA
5121;FURTO SIMPLES;JARDIM BOTANICO;21;TRANSPORTE
5137;FURTO QUALIFICADO;UBERABA;20;RESIDENCIA
5146;FURTO QUALIFICADO;BUTIATUVINHA;5;RESIDENCIA
5150;ROUBO;CIDADE INDUSTRIAL;16;OUTROS
5151;ROUBO;CENTRO;9;RELIGIOSOS
5153;ROUBO;BATEL;14;PUBLICO
5155;ROUBO;JUVEVE;22;PUBLICO
5156;ROUBO;CENTRO;11;SAUDE
5157;ROUBO;BACACHERI;9;PUBLICO
5158;ROUBO;CIDADE INDUSTRIAL;23;PRESTACAO DE SERVICOS
5162;FURTO SIMPLES;SANTA CANDIDA;23;RESIDENCIA
5164;ROUBO;CENTRO;1;PUBLICO
5170;ROUBO;CENTRO;23;PUBLICO
5172;ROUBO;BACACHERI;20;PUBLICO
5174;FURTO SIMPLES;JUVEVE;11;RESIDENCIA
5177;ROUBO;BOA VISTA;8;RESIDENCIA
5178;FURTO SIMPLES;SANTA FELICIDADE;13;COMERCIO
5179;FURTO QUALIFICADO;SITIO CERCADO;10;RESIDENCIA
5180;ROUBO;CENTRO;3;RESIDENCIA
5181;ROUBO;SAO BRAZ;21;SAUDE
5182;FURTO QUALIFICADO;BOA VISTA;16;RESIDENCIA
5183;ROUBO;SITIO CERCADO;10;PUBLICO
5184;ROUBO;AGUA VERDE;9;SAUDE
5185;FURTO QUALIFICADO;AHU;9;RESIDENCIA
5186;FURTO QUALIFICADO;SANTA CANDIDA;13;RESIDENCIA
5189;ROUBO;BOA VISTA;8;SAUDE
5191;ROUBO;UBERABA;1;PUBLICO
5193;ROUBO;JARDIM BOTANICO;22;TRANSPORTE
5195;FURTO QUALIFICADO;UBERABA;23;RESIDENCIA
5196;ROUBO;CAJURU;23;PUBLICO
5198;FURTO QUALIFICADO;BATEL;8;ASSOCIACAO
5199;FURTO QUALIFICADO;BATEL;8;COMERCIO
5201;FURTO QUALIFICADO;REBOUCAS;10;ALIMENTACAO / DIVERSAO
5205;ROUBO;SITIO CERCADO;22;PUBLICO
5209;FURTO QUALIFICADO;SITIO CERCADO;7;RESIDENCIA
5210;ROUBO;AGUA VERDE;12;PUBLICO
5213;ROUBO;PAROLIN;12;TRANSPORTE
5214;FURTO SIMPLES;CENTRO;12;COMERCIO
5215;FURTO QUALIFICADO;SITIO CERCADO;15;PUBLICO
5219;ROUBO;HAUER;18;INDUSTRIA
5220;FURTO SIMPLES;CENTRO;13;PUBLICO
5221;FURTO SIMPLES;CENTRO;13;TRANSPORTE
5222;ROUBO;ALTO BOQUEIRAO;14;MERCADO
5223;ROUBO;ALTO BOQUEIRAO;14;PUBLICO
5224;FURTO QUALIFICADO;ALTO BOQUEIRAO;9;RESIDENCIA
5228;FURTO SIMPLES;JARDIM BOTANICO;19;TRANSPORTE
5229;ROUBO;PORTAO;18;PUBLICO
5230;ROUBO;BIGORRILHO;13;PUBLICO
5231;ROUBO;PORTAO;9;PUBLICO
5232;ROUBO;BOQUEIRAO;0;PUBLICO
5234;FURTO QUALIFICADO;PORTAO;16;PRESTACAO DE SERVICOS
5235;FURTO QUALIFICADO;HAUER;13;PUBLICO
5236;FURTO QUALIFICADO;ALTO BOQUEIRAO;22;RESIDENCIA
5238;FURTO QUALIFICADO;PORTAO;8;RESIDENCIA
5239;FURTO SIMPLES;UBERABA;13;COMERCIO
5240;ROUBO;NOVO MUNDO;12;PUBLICO
5241;ROUBO;PORTAO;13;SAUDE
5242;ROUBO;PORTAO;21;PUBLICO
5247;FURTO SIMPLES;JARDIM BOTANICO;13;TRANSPORTE
5249;FURTO SIMPLES;UMBARA;8;RESIDENCIA
5250;FURTO QUALIFICADO;CENTRO CIVICO;15;PUBLICO
5251;FURTO SIMPLES;CIDADE INDUSTRIAL;15;MERCADO
5256;ROUBO;CENTRO;16;PUBLICO
5262;FURTO DE COISA COMUM;TARUMA;11;COMERCIO
5263;FURTO DE COISA COMUM;TARUMA;11;PRESTACAO DE SERVICOS
